,project_id,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi_x,description,is_embargoed,funding_list,is_metadata_record,resource_doi_y,count_categories,count_references,count_tags
113,139660.0,19794583,Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- SILK STENT MICROCT,10.15131/shef.data.19794583.v1,,https://api.figshare.com/v2/articles/19794583,2022-05-21T11:05:18Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794583,https://api.figshare.com/v2/articles/19794583,https://figshare.com/account/articles/19794583,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_SILK_STENT_MICROCT/19794583,"{'posted': '2022-05-21T11:05:18', 'firstOnline': '2022-05-21T11:05:18'}",,,"<p>µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample</p>
<p>were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were performed. The stage, being metallic, was always kept outside of the field of view to reduce nterference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
114,139660.0,19794595,Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- VELOCITY STENT MICROCT,10.15131/shef.data.19794595.v1,,https://api.figshare.com/v2/articles/19794595,2022-05-21T11:05:08Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794595,https://api.figshare.com/v2/articles/19794595,https://figshare.com/account/articles/19794595,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_VELOCITY_STENT_MICROCT/19794595,"{'posted': '2022-05-21T11:05:08', 'firstOnline': '2022-05-21T11:05:08'}",,,"<p>µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT-scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were performed. The stage, being metallic, was always kept outside of the field of view to reduce interference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
115,139660.0,19794565,Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- PRO KINETIC ENERGY STENT MICROCT,10.15131/shef.data.19794565.v1,,https://api.figshare.com/v2/articles/19794565,2022-05-21T11:04:58Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794565,https://api.figshare.com/v2/articles/19794565,https://figshare.com/account/articles/19794565,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_PRO_KINETIC_ENERGY_STENT_MICROCT/19794565,"{'posted': '2022-05-21T11:04:58', 'firstOnline': '2022-05-21T11:04:58'}",,,"<p>µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were erformed. The stage, being metallic, was always kept outside of the field of view to reduce interference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
116,139660.0,19794619,Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- XTRM STENT MICROCT,10.15131/shef.data.19794619.v1,,https://api.figshare.com/v2/articles/19794619,2022-05-21T11:04:46Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794619,https://api.figshare.com/v2/articles/19794619,https://figshare.com/account/articles/19794619,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_XTRM_STENT_MICROCT/19794619,"{'posted': '2022-05-21T11:04:46', 'firstOnline': '2022-05-21T11:04:46'}",,,"<p>Test µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were performed. The stage, being metallic, was always kept outside of the field of view to reduce interference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
117,139660.0,19794553,Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- MATRIX STENT MICROCT,10.15131/shef.data.19794553.v1,,https://api.figshare.com/v2/articles/19794553,2022-05-21T11:04:36Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794553,https://api.figshare.com/v2/articles/19794553,https://figshare.com/account/articles/19794553,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_MATRIX_STENT_MICROCT/19794553,"{'posted': '2022-05-21T11:04:36', 'firstOnline': '2022-05-21T11:04:36'}",,,"<p>µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were performed. The stage, being metallic, was always kept outside of the field of view to reduce interference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
118,139660.0,19794538,"Integrating particle tracking with computational fluid dynamics to assess haemodynamic perturbation by coronary artery stents- COROFLEX BLUE STENT, MICROCT",10.15131/shef.data.19794538.v1,,https://api.figshare.com/v2/articles/19794538,2022-05-21T11:04:25Z,,1,figure,2643,https://api.figshare.com/v2/account/articles/19794538,https://api.figshare.com/v2/articles/19794538,https://figshare.com/account/articles/19794538,https://figshare.shef.ac.uk/articles/figure/Integrating_particle_tracking_with_computational_fluid_dynamics_to_assess_haemodynamic_perturbation_by_coronary_artery_stents-_COROFLEX_BLUE_STENT_MICROCT/19794538,"{'posted': '2022-05-21T11:04:25', 'firstOnline': '2022-05-21T11:04:25'}",,,"<p>µCT scans were performed with a SkyScan 1172 high-resolution desktop µCT scanner (Bruker). Stented vessels (with or without contrast agent) and casts were secured to an 8 mm diameter rotating stage within the machine with double-sided tape, oriented vertically (Figure 2.6A). The x-ray source was turned on and control software was opened to provide a live image via an 11 megapixel x-ray camera, as well as the means to alter scan parameters: voltage, current, resolution, the use of aluminium filters, etc.</p>
<p>The vertical position of the stage, the camera pixel size (large, 1000 x 500; medium, 2000 x 1000; small, 4000 x 2000) and the proximity of the camera to the sample were set to maximise resolution while ensuring that the region of interest (i.e. the full length of the stent or cast) remained within the field of view. When the sample extended beyond the widest field of view (typically models containing stents longer than 13 mm) multiple oversize scans were performed. The stage, being metallic, was always kept outside of the field of view to reduce interference.</p>
<p>The stage was set to rotate 180°, in 0.7° steps. Additional settings were varied, to optimise parameters for the type of sample being scanned (Table 2.1). Voltage determined the intensity of the x-ray beam, its penetration, and the contrast of the resultant image. Current determined the number of emitted x-ray photons and the brightness of the resultant image. Filters blocked low intensity x-rays when required, improving contrast and reducing noise.</p>
<p>The scan was started and as the stage rotated the camera captured an x-ray tomography projection image of the sample at each rotation step (Figure 2.6B). Scan time was dependent on the settings used and ranged from 10 minutes to several hours.</p>",False,"[{'id': 27692, 'title': 'Wellcome Trust', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 27380, 'title': 'EPSRC', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 52814, 'title': 'British Heart Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,1,0,3
119,,19165943,A GaAsSb/AlGaAsSb Avalanche Photodiode with a very small Temperature Coefficient of Breakdown Voltage,10.15131/shef.data.19165943.v1,,https://api.figshare.com/v2/articles/19165943,2022-04-19T14:34:17Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/34841190/thumb.png,1,figure,2637,https://api.figshare.com/v2/account/articles/19165943,https://api.figshare.com/v2/articles/19165943,https://figshare.com/account/articles/19165943,https://figshare.shef.ac.uk/articles/figure/A_GaAsSb_AlGaAsSb_Avalanche_Photodiode_with_a_very_small_Temperature_Coefficient_of_Breakdown_Voltage/19165943,"{'posted': '2022-04-19T14:34:17', 'firstOnline': '2022-04-19T14:34:17'}",A GaAsSb/AlGaAsSb Avalanche Photodiode with a very small Temperature Coefficient of Breakdown Voltage,10.1109/JLT.2022.3167268,"<div>Avalanche photodiodes (APDs) made with the
material AlGaAsSb (lattice-matched to InP) exhibit
very low excess noise characteristics. We demonstrate a Separate Absorption and
Multiplication APD (SAM-APD) incorporating a GaAs<sub>0.52</sub>Sb<sub>0.48</sub>
(GaAsSb) absorption region and an Al<sub>0.85</sub>Ga<sub>0.15</sub>As<sub>0.56</sub>Sb<sub>0.44</sub>
(AlGaAsSb) avalanche region. Our GaAsSb/AlGaAsSb SAM-APD exhibits cut-off
wavelength of 1.70 μm at room temperature and a responsivity of 0.39 A/W at
1.55 μm wavelength (no antireflection coating). Temperature dependence of the
breakdown voltage was obtained from avalanche gain data from multiple devices
operated at 77 to 295 K. This produced a temperature coefficient of breakdown
voltage of 4.31±0.33 mV/K, a factor of 10 and 5 smaller than values for
comparable InP and InAlAs SAM-APDs. The very small temperature coefficient of
this work is consistent with the extremely weak temperature dependence of
avalanche breakdown previously observed in AlGaAsSb diodes.<br></div>",False,"[{'id': 21539096, 'title': 'UK-Engineering and Physical Sciences Research Council grants (EP/N020715/1 and EP/K001469/1)', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,10.1109/JLT.2022.3167268,3,0,7
120,,16608421,Multi-Operator Control of Connectivity-Preserving Robot Swarms Using Supervisory Control Theory,10.15131/shef.data.16608421.v2,,https://api.figshare.com/v2/articles/16608421,2022-03-01T15:43:54Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/34229888/thumb.png,1,figure,2625,https://api.figshare.com/v2/account/articles/16608421,https://api.figshare.com/v2/articles/16608421,https://figshare.com/account/articles/16608421,https://figshare.shef.ac.uk/articles/figure/Multi-Operator_Control_of_Connectivity-Preserving_Robot_Swarms_Using_Supervisory_Control_Theory/16608421,"{'posted': '2022-03-01T15:43:54', 'firstOnline': '2021-09-22T00:07:32'}",,,The attachment contains:<div>- Extended SCT models for message relaying and robot exchange (PDF file)</div>,False,[],False,0,1,0,7
121,114066.0,14618478,COVID-19 children's drawings,10.15131/shef.data.14618478.v1,,https://api.figshare.com/v2/articles/14618478,2021-07-28T13:06:01Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/28072122/thumb.png,1,figure,29246,https://api.figshare.com/v2/account/articles/14618478,https://api.figshare.com/v2/articles/14618478,https://figshare.com/account/articles/14618478,https://figshare.shef.ac.uk/articles/figure/COVID-19_children_s_drawings/14618478,"{'posted': '2021-07-28T13:06:01', 'firstOnline': '2021-07-28T13:06:01'}",Children's perspectives and experiences of the COVID-19 pandemic and UK public health measures,10.1111/hex.13350,COVID-19 children's drawings<br>,False,[],False,10.1111/hex.13350,1,1,2
122,,13626386,Involving communities in decision-making to address inequalities in health and wellbeing,10.15131/shef.data.13626386.v4,,https://api.figshare.com/v2/articles/13626386,2021-02-08T15:35:08Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/26297212/thumb.png,1,figure,29180,https://api.figshare.com/v2/account/articles/13626386,https://api.figshare.com/v2/articles/13626386,https://figshare.com/account/articles/13626386,https://figshare.shef.ac.uk/articles/figure/Involving_communities_in_decision-making_to_address_inequalities_in_health_and_wellbeing/13626386,"{'posted': '2021-02-08T15:35:08', 'firstOnline': '2021-01-23T00:12:58'}",Addressing health inequity: Increasing participation and influence in local decision-making,10.15131/shef.data.13026827,"These illustrations depict the findings from a systematic evidence review on increasing participation and influence in local decision-making in Europe to address inequalities in determinants of health and wellbeing.<div><br></div><div>It illustrates that initiatives aiming to involve people in decision-making to address inequalities in health and wellbeing are more effective if they focus on a mix of these elements: formal and informal spaces for participation, developing opportunities for collective learning, strengthening collective capacities for influencing, developing relationships and trust, changing institutional practices in ways that value public knowledge, and a long-term focus and commitments to involvement.</div>",False,"[{'id': 19631192, 'title': 'NIHR School for Public Health Research', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,10.15131/shef.data.13026827,2,4,9
123,,13708636,"Dynamically-Driven Emergence in a Nanomagnetic System, data in figures [Origin format]",10.15131/shef.data.13708636.v1,,https://api.figshare.com/v2/articles/13708636,2021-02-04T23:31:20Z,,1,figure,2640,https://api.figshare.com/v2/account/articles/13708636,https://api.figshare.com/v2/articles/13708636,https://figshare.com/account/articles/13708636,https://figshare.shef.ac.uk/articles/figure/Dynamically-Driven_Emergence_in_a_Nanomagnetic_System_data_in_figures_Origin_format_/13708636,"{'posted': '2021-02-04T23:31:20', 'firstOnline': '2021-02-04T23:31:20'}",Dynamically Driven Emergence in a Nanomagnetic System,10.1002/adfm.202008389,"<div>Folder contains data for plots in:</div><div><br></div><div><b>Dynamically-Driven Emergence in a Nanomagnetic System</b></div><div>Richard W. Dawidek, Thomas J. Hayward, Ian T. Vidamour, Thomas J. Broomhall, Guru Venkat, Mohanad Al Mamoori, Aidan Mullen, Stephan J. Kyle, Paul W. Fry, Nina-Juliane Steinke, Joshaniel F. K. Cooper, Francesco Maccherozzi, Sarnjeet S. Dhesi, Lucia Aballe, Michael Foerster, Jordi Prat, Eleni Vasilaki, Matthew O. A. Ellis, Dan A. Allwood</div><div><br></div><div>Advanced Functional Materials (2021)</div><div><br></div><div>Plots included:</div><div>Figure 2A (analytical model results)</div><div>Figure 2D (PNR-derived magnetisation and results of numerical model)</div><div>Figure 2E (MOKE-determined ring configurations as a function of magnetic field amplitude)</div><div>Figure 2F-G (composite figure of MOKE-determined ring-state population evolution for different magnetic field amplitudes)</div><div>Figure 4B (ring array magnetisation calculated from X-PEEM images)</div><div>Figure 6 and S4 (voice recognition figures)</div><div>Figure S2 (PNR raw data)</div><div>Figure S5C (simulated depinning fields for different wire overlaps)</div><div><br></div><div>These plots are accessible using Origin plotting software</div>",False,"[{'id': 19654162, 'title': 'EPSRC DTA-funded studentships', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 19654165, 'title': 'SpinEngine (Horizon 2020 Grant No. 861618)', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 19654168, 'title': 'STFC beamtime (DOI: 10.5286/ISIS.E.RB1810656)', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 19654171, 'title': 'Diamond Light Source beamtime (beamline I06)', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}, {'id': 19654174, 'title': 'EPSRC EP/S009647/1', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,10.1002/adfm.202008389,5,1,11
124,,13298195,Cost Effective Optimised Synthetic Surface Modification Strategies for Enhanced Control of Neuronal Cell Differentiation and Supporting Neuronal and Schwann cell Viability,10.15131/shef.data.13298195.v1,,https://api.figshare.com/v2/articles/13298195,2020-12-02T15:46:20Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/25622810/thumb.png,1,figure,2640,https://api.figshare.com/v2/account/articles/13298195,https://api.figshare.com/v2/articles/13298195,https://figshare.com/account/articles/13298195,https://figshare.shef.ac.uk/articles/figure/Cost_Effective_Optimised_Synthetic_Surface_Modification_Strategies_for_Enhanced_Control_of_Neuronal_Cell_Differentiation_and_Supporting_Neuronal_and_Schwann_cell_Viability/13298195,"{'posted': '2020-12-02T15:46:20', 'firstOnline': '2020-12-02T15:46:20'}",The optimization and production of stable homogeneous amine enriched surfaces with characterized nanotopographical properties for enhanced osteoinduction of mesenchymal stem cells,10.1002/jbm.a.36383,"<div>Images for Aminosilane publication. N=3 images for of NG108-15 neuronal cells on plain glass (C), Short chain (S) and Long chain images (L).</div>",False,"[{'id': 19481564, 'title': 'The university of Sheffield', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,10.1002/jbm.a.36383,1,0,3
125,13816.0,11370216,Supplementary material for 'The uncontrolled manifold theory can explain only part of the inter-trial variability of knee contact force during level walking',10.15131/shef.data.11370216.v1,,https://api.figshare.com/v2/articles/11370216,2020-06-17T09:29:20Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/20190045/thumb.png,1,figure,2643,https://api.figshare.com/v2/account/articles/11370216,https://api.figshare.com/v2/articles/11370216,https://figshare.com/account/articles/11370216,https://figshare.shef.ac.uk/articles/figure/Supplementary_material_for_The_uncontrolled_manifold_theory_can_explain_only_part_of_the_inter-trial_variability_of_knee_contact_force_during_level_walking_/11370216,"{'posted': '2020-06-17T09:29:20', 'firstOnline': '2020-06-17T09:29:20'}",The uncontrolled manifold theory can explain only part of the inter-trial variability of knee contact force during level walking,10.1109/TNSRE.2020.3003559,"<div>This repository contains the supplementary material for the paper 'The uncontrolled manifold theory can explain only part of the inter-trial variability of knee contact force during level walking' by van Veen, Mazzà and Viceconti.</div>",False,"[{'id': 16602528, 'title': 'This project was partly funded by the EPSRC Frontier Engineering Awards, Grant Reference No. EP/K03877X/1.', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,10.1109/TNSRE.2020.3003559,1,1,2
126,,11907795,"Children, Technology and Play - Research Tools, Information Sheets and Consent Forms",10.15131/shef.data.11907795.v1,,https://api.figshare.com/v2/articles/11907795,2020-04-29T07:46:08Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/22414767/thumb.png,1,figure,2724,https://api.figshare.com/v2/account/articles/11907795,https://api.figshare.com/v2/articles/11907795,https://figshare.com/account/articles/11907795,https://figshare.shef.ac.uk/articles/figure/Children_Technology_and_Play_-_Research_Tools_Information_Sheets_and_Consent_Forms/11907795,"{'posted': '2020-04-29T07:46:08', 'firstOnline': '2020-04-29T07:46:08'}",,,"<div><p>These <i>Research Tools, Information Sheets and Consent Forms</i> were used for
<b>Children, Technology and Play</b> (2019-2020), an 8-month co-produced study by
academics from the University of Sheffield and University of Cape Town, South
Africa, the LEGO Foundation and Dubit.</p>

<p> </p><p>The study explored the contemporary play environments of
children to identify the ways in which their play is shaped by technology,
examine the relationship between digital play, learning and creativity, and
explore the role of adults in mediating digital play.</p><p> A range of quantitative and qualitative data collection methods was employed, as follows:</p><p>- an online survey</p><p>- family case studies</p><p>- focus group interviews with children<br></p><p>- telephone interviews with parents.<br></p>



<p> </p>

<p>This deposit comprises the UK research tools, and the information sheets and consent forms, used for each of the above. Information about file-naming protocols for the UK data is also included.<br></p>

<p> </p>The project received ethical approval from the University of
Sheffield (no. 028701).

<p> </p>



<p>The datasets from the study are
deposited elsewhere in ORDA and have been brought together in the <b>Children,
Technology and Play collection</b>.</p></div>",False,"[{'id': 17127555, 'title': 'The LEGO Foundation', 'grant_code': '', 'funder_name': None, 'is_user_defined': 1}]",False,0,6,0,10
127,,12136140,A comparison of Finnish and British drinking patterns,10.15131/shef.data.12136140.v1,,https://api.figshare.com/v2/articles/12136140,2020-04-16T09:19:20Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/22316745/thumb.png,1,figure,29195,https://api.figshare.com/v2/account/articles/12136140,https://api.figshare.com/v2/articles/12136140,https://figshare.com/account/articles/12136140,https://figshare.shef.ac.uk/articles/figure/A_comparison_of_Finnish_and_British_drinking_patterns/12136140,"{'posted': '2020-04-16T09:19:20', 'firstOnline': '2020-04-16T09:19:20'}",,,Charts comparing the times of the week and locations that people in Finland and the UK drink alcohol.,False,[],False,0,0,0,3
128,,11743611,Materials from Zest youth team conversations as part of Sheffield City Partnership Inclusive Economy work,10.15131/shef.data.11743611.v1,,https://api.figshare.com/v2/articles/11743611,2020-01-29T10:39:47Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/21385095/thumb.png,1,figure,2400,https://api.figshare.com/v2/account/articles/11743611,https://api.figshare.com/v2/articles/11743611,https://figshare.com/account/articles/11743611,https://figshare.shef.ac.uk/articles/figure/Materials_from_Zest_youth_team_conversations_as_part_of_Sheffield_City_Partnership_Inclusive_Economy_work/11743611,"{'posted': '2020-01-29T10:39:47', 'firstOnline': '2020-01-29T10:39:47'}",,,Materials from Zest youth team conversations as part of Sheffield City Partnership Inclusive Economy work.<div><br></div><div>This work was ethically approved at the University of Sheffield.</div>,False,[],False,0,4,0,5
129,,11710269,Green Kelham Island - Asset-based Community Development Research,10.15131/shef.data.11710269.v1,,https://api.figshare.com/v2/articles/11710269,2020-01-26T10:29:33Z,https://s3-eu-west-1.amazonaws.com/ppreviews-sheffield-8491325135/21305100/thumb.png,1,figure,2400,https://api.figshare.com/v2/account/articles/11710269,https://api.figshare.com/v2/articles/11710269,https://figshare.com/account/articles/11710269,https://figshare.shef.ac.uk/articles/figure/Green_Kelham_Island_-_Asset-based_Community_Development_Research/11710269,"{'posted': '2020-01-26T10:29:33', 'firstOnline': '2020-01-26T10:29:33'}",,,Methods and outputs from collaborative community-based research in Kelham Island and Neepsend - involving University of Sheffield and Kelham Island and Neepsend Community Alliance.<div><br></div><div>The project was ethically approved at the University of Sheffield.</div>,False,[],False,0,3,0,7
