id,public_url,posted_date,doi,title,description,type,categories,funders,count_categories,count_references,count_tags,origin,views,firstOnline,version
21285633,https://figshare.shef.ac.uk/articles/media/Unleash_Your_Data_and_Software_Project_Showcase_1_OpenFest_Session_Recording_/21285633,2022-10-06T14:05:44,10.15131/shef.data.21285633.v1,Unleash Your Data and Software Project Showcase 1 (OpenFest Session Recording),"<p>Session at OpenFest 2022 showcasing projects emerging from the University of Sheffield's 2022 'Unleash your Data and Software' funding competition for funding to make data/software more FAIR (Findable, Accessible, Interoperable and Reusable):Â </p>
<ul>
  <li>Michael Pidd (Digital Humanities Institute) - 3D Polygon Models of five Cistercian Abbeys in YorkshireÂ </li>
  <li>Joao Duro (ACSE) - SIPHER Project: Open-Source Release of the Decision Support Tool Â </li>
  <li>Neil Shephard (Computer Science/Biosciences) - Improving Open Source PGFinder Software for the Structural Analysis of Peptidoglycan - SLIDES ONLY - download the html file and it will then open in a browser.</li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Open access', 'Library and information studies not elsewhere classified', 'Data management and data science not elsewhere classified', 'Other language, communication and culture not elsewhere classified']",[],4,0,3,Comparison Records,20,2022-10-06T14:05:44,1
21286248,https://figshare.shef.ac.uk/articles/media/Licensing_Your_Code_for_Better_Impact_OpenFest_session_recording_/21286248,2022-10-06T13:51:04,10.15131/shef.data.21286248.v1,Licensing Your Code for Better Impact (OpenFest session recording),"<p>Â Â </p>
<p>Session at OpenFest 2022:</p>
<p><br></p>
<p>Kate Oâ€™Neill (University Library) and Robert Turner (Research Software Engineering): Licensing Your Code for Better Impact: Making software openly available is crucial to open research, but how easy is it to do?Â </p>
<p>In this talk we'll look at the barriers to openly licensing code, but also what opportunities open software can produce Â </p>
<p><br></p>
<p>This introductory talk was followed by open discussion which was not recorded.</p>
<p><br></p>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Software engineering not elsewhere classified', 'Open access', 'Organisation of information and knowledge resources']",[],3,0,4,Comparison Records,21,2022-10-06T13:51:04,1
21286281,https://figshare.shef.ac.uk/articles/media/Unleash_Your_Data_and_Software_Project_Showcase_2_OpenFest_session_recording_/21286281,2022-10-06T13:33:12,10.15131/shef.data.21286281.v1,Unleash Your Data and Software Project Showcase 2 (OpenFest session recording),"<p>Session at OpenFest 2022 showcasing projects emerging from the University of Sheffield's 2022 'Unleash your Data and Software' funding competition for funding to make data/software more FAIR (Findable, Accessible, Interoperable and Reusable):</p>
<ul>
  <li>Monika Fratczak (Sociological Studies) - Living With Data DatasetÂ </li>
  <li>Sylvia Whittle (Materials Science & Engineering) - TopoStats Software for Microscopic Data - slides can be accessed by downloading the html file and opening in your browser.</li>
  <li>Eleanor Hyde (Psychology) - Tatool-Web Support and Interface for Experimental Code</li>
  <li>Joanna Sutton-Klein (ScHARR) - CUREd Database - Aggregated Emergency Department Attendance DataÂ </li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Data management and data science not elsewhere classified', 'Library and information studies not elsewhere classified', 'Open access', 'Organisation of information and knowledge resources', 'Software engineering not elsewhere classified', 'Software quality, processes and metrics', 'Software testing, verification and validation']",[],7,0,6,Comparison Records,20,2022-10-06T13:33:12,1
21286149,https://figshare.shef.ac.uk/articles/media/Open_Research_Experiences_OpenFest_session_recording_/21286149,2022-10-06T13:31:06,10.15131/shef.data.21286149.v1,Open Research Experiences (OpenFest session recording),"<p>Â Â </p>
<p>Â Session at OpenFest 2022:</p>
<ul>
  <li>Stephen Allen (Management School): Publishing an Open Access Monograph (RECORDING ONLY)</li>
  <li>Andrea Paterlini (Biosciences): Microscopy Af-FAIR-s: The Power of Existing Datasets</li>
  <li>Daniele Tartarini (Computer Science), Enhancing Reproducibility of Biomedical Applications using Virtualisation (SLIDES ONLY)</li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Open access', 'Library and information studies not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Data management and data science not elsewhere classified', 'Data models, storage and indexing']",[],6,0,5,Comparison Records,27,2022-10-06T13:31:06,1
21285942,https://figshare.shef.ac.uk/articles/media/Open_Educational_Resources_Toolkit_Launch_session_at_OpenFest_2022_/21285942,2022-10-06T13:28:44,10.15131/shef.data.21285942.v1,Open Educational Resources Toolkit Launch (session at OpenFest 2022),"<p>Launch of the White Rose Open Educational Resources Toolkit.</p>
<p>Presenters: Â Helen Moore (University of Sheffield Library) and David Curtis (University of York)Â </p>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Open access', 'Library and information studies not elsewhere classified', 'Other language, communication and culture not elsewhere classified']",[],3,0,3,Comparison Records,24,2022-10-06T13:28:44,1
21286449,https://figshare.shef.ac.uk/articles/media/Open_Research_in_Practice_2_OpenFest_session_recording_/21286449,2022-10-06T13:25:20,10.15131/shef.data.21286449.v1,Open Research in Practice 2 (OpenFest session recording),"<p>Session at OpenFest 2022:</p>
<ul>
  <li>Joe Heffer (IT Services): Research Data Management: A Software and Technology Perspective</li>
  <li>David Wilby (Research Software Engineering): Making MATLAB Projects Reproducible and Shareable</li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Data management and data science not elsewhere classified', 'Programming languages', 'Software engineering not elsewhere classified', 'Software testing, verification and validation', 'Open access', 'Organisation of information and knowledge resources']",[],6,0,8,Comparison Records,22,2022-10-06T13:25:20,1
21285975,https://figshare.shef.ac.uk/articles/media/Beyond_Lip_Service_OpenFest_Keynote_recording_/21285975,2022-10-06T13:16:03,10.15131/shef.data.21285975.v1,Beyond Lip Service (OpenFest Keynote recording),"<p>Â Â </p>
<p>Keynote talk at OpenFest 2022.Â </p>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Open access', 'Library and information studies not elsewhere classified', 'Library studies', 'Organisation of information and knowledge resources', 'Data management and data science not elsewhere classified', 'Other language, communication and culture not elsewhere classified']",[],6,0,4,Comparison Records,84,2022-10-06T13:16:03,1
21286539,https://figshare.shef.ac.uk/articles/media/Open_Research_Futures_OpenFest_session_recording_/21286539,2022-10-06T13:12:43,10.15131/shef.data.21286539.v1,Open Research Futures (OpenFest session recording),"<p>Â Session at OpenFest 2022:</p>
<ul>
  <li>Adam Partridge (Open Research Training Lead), Get Involved! Open Research Communities at the University of Sheffield</li>
  <li>Zuzanna Zagrodzka (Biosciences / RoRi - Research on Research Institute): Accelerating the Open Research Agenda to Solve Global Challenges</li>
  <li>Jenni Adams and Rosie Higman (University Library), Developing Discipline-Specific Guidance on Making Research Data and Software FAIR</li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Library and information studies not elsewhere classified', 'Open access', 'Organisation of information and knowledge resources', 'Data management and data science not elsewhere classified', 'Software engineering not elsewhere classified']",[],5,0,9,Comparison Records,23,2022-10-06T13:12:43,1
21276765,https://figshare.shef.ac.uk/articles/media/Open_Research_Contexts_OpenFest_session_recording_/21276765,2022-10-06T12:56:24,10.15131/shef.data.21276765.v1,Open Research Contexts (OpenFest session recording),"<p>Â Â </p>
<p>Session at OpenFest 2022:</p>
<ul>
  <li>Emily Nunn (University Library), Open Access to Health and Education Research outside Academia</li>
  <li>Jamie McGlaughlin (Digital Humanities Institute), It Is Happening Again: Do we keep Building the Same Digital Humanities Website?</li>
</ul>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Other language, communication and culture not elsewhere classified', 'Data management and data science not elsewhere classified', 'Open access', 'Library and information studies not elsewhere classified']",[],4,0,5,Comparison Records,22,2022-10-06T12:56:24,1
21276666,https://figshare.shef.ac.uk/articles/media/Open_Research_in_Practice_1_OpenFest_session_recording_/21276666,2022-10-05T21:53:02,10.15131/shef.data.21276666.v1,Open Research in Practice 1 (OpenFest session recording),"<p>Â Â </p>
<p>Session at OpenFest2022:</p>
<p><br></p>
<ul>
  <li>Jacob MacDonald (Urban Studies): The Open Research Project Lifecycle</li>
  <li>Matthew Hanchard (Sociological Studies): Models of Data Deposition</li>
</ul>
<p><br></p>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.</p>",media,"['Open access', 'Library and information studies not elsewhere classified', 'Other language, communication and culture not elsewhere classified', 'Data management and data science not elsewhere classified']",[],4,0,3,Comparison Records,49,2022-10-05T21:53:02,1
21276420,https://figshare.shef.ac.uk/articles/media/Organising_Ourselves_for_World_Domination_How_Academics_can_Work_Together_to_Improve_Research_Culture/21276420,2022-10-05T21:41:05,10.15131/shef.data.21276420.v1,Organising Ourselves for World Domination: How Academics can Work Together to Improve Research Culture,"<p>Keynote presentation at OpenFest 2022 from Dr Jessica Butler, University of Aberdeen.</p>
<p><br></p>
<p>A two-day programme of talks, panel discussions and project showcases, OpenFest provided an opportunity for University of Sheffield researchers and information/software professionals to explore a range of issues around open research, including OA monograph publishing, Open Educational Resources, FAIR data and software, open qualitative research and software licensing.Â </p>",media,"['Data management and data science not elsewhere classified', 'Other language, communication and culture not elsewhere classified', 'Open access', 'Digital curation and preservation', 'Knowledge and information management']",[],5,0,3,Comparison Records,100,2022-10-05T21:41:05,1
20631255,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Haiping_Liu_-_PyKale_-_Accessible_machine_learning_from_multiple_sources_for_interdisciplinary_research/20631255,2022-08-30T09:09:21,10.15131/shef.data.20631255.v2,FAIR Video Case Study: Haiping Lu - PyKale - Accessible machine learning from multiple sources for interdisciplinary research,"<p>Â </p>
<p>A video case study in which Dr Haiping Lu discusses his application of the FAIR data and software principles to his research on accessible and sustainable machine learning.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_Haiping_Lu_FINALCUT contains the video itself, while Â the file UoS_FAIR_Haiping_Lu_FINALCUT.mp4.srt contains the subtitles. Â </p>",media,"['Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],5,0,5,Comparison Records,241,2022-08-25T13:51:58,2
20630865,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Ian_Sudbery_-_Identifying_gene_regulatory_sequences_in_multiple_myeloma/20630865,2022-08-25T14:03:45,10.15131/shef.data.20630865.v1,FAIR Video Case Study: Ian Sudbery - Identifying gene regulatory sequences in multiple myeloma,"<p>Â </p>
<p>A video case study in which Dr Ian Sudbery discusses his application of the FAIR data and software principles to his research into gene regulatory sequences in multiple myeloma.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_Ian_Sudbery_FINALCUT contains the video itself, while Â the file UoS_FAIR_Ian_Sudbery_FINALCUT.mp4.srt contains the subtitles. Â <br>
Â </p>",media,"['Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],5,0,6,Comparison Records,108,2022-08-25T14:03:45,1
20631303,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Jim_Uttley_-_Road_lighting_density_and_brightness_linked_with_increased_cycling_rates_after_dark/20631303,2022-08-25T14:00:43,10.15131/shef.data.20631303.v1,FAIR Video Case Study: Jim Uttley - Road lighting density and brightness linked with increased cycling rates after dark,"<p>Â </p>
<p>A video case study in which Dr Jim Uttley discusses his application of the FAIR data and software principles to his research in the field of lighting.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_Jim_Uttley_FINALCUT contains the video itself, while Â the file UoS_FAIR_Jim_Uttley_FINALCUT.mp4.srt contains the subtitles. Â </p>",media,"['Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],5,0,6,Comparison Records,105,2022-08-25T14:00:43,1
20631033,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Stephen_Livingstone_-_Automated_mapping_of_Antarctic_surface_meltwater_dataset_and_code_/20631033,2022-08-25T13:44:07,10.15131/shef.data.20631033.v1,FAIR Video Case Study: Stephen Livingstone - Automated mapping of Antarctic surface meltwater (dataset and code),"<p>Â </p>
<p>A video case study in which Dr Stephen Livingstone discusses the application of FAIR data and software principles to a research project on the automated mapping of Antarctic surface meltwater, led by one of Dr Livingstone's PhD students, Peter Tuckett.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_Stephen_Livingstone_FINALCUTmp4 contains the video itself, while the file UoS_FAIR_Stephen_Livingstone_FINALCUTmp4.mp4.srt contains the subtitles. Â </p>",media,"['Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],5,0,7,Comparison Records,69,2022-08-25T13:44:07,1
20630577,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Claudia_von_Bastian_-_Training_studies_in_Psychology/20630577,2022-08-25T13:07:30,10.15131/shef.data.20630577.v1,FAIR Video Case Study: Claudia von Bastian - Training studies in Psychology,"<p>Â </p>
<p>A video case study in which Dr Claudia von Bastian discusses her application of the FAIR data and software principles to her research around the impact of training on cognitive ability.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_Claudia_von_Bastian_FINALCUT contains the video itself, while Â the file UoS_FAIR_Claudia_von_Bastian_FINALCUT.mp4.srt contains the subtitles. Â </p>",media,"['Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],5,0,5,Comparison Records,79,2022-08-25T13:07:30,1
20630121,https://figshare.shef.ac.uk/articles/media/FAIR_Video_Case_Study_Dr_Alice_Pyne_-_DNA_supercoiling_and_molecular_recognition/20630121,2022-08-25T13:06:03,10.15131/shef.data.20630121.v1,FAIR Video Case Study: Dr Alice Pyne - DNA supercoiling and molecular recognition,"<p>A video case study in which Dr Alice Pyne discusses her application of the FAIR data and software principles to her research in the field of atomic force microscopy.</p>
<p>FAIR refers to the principles applied to make research data and software findable, accessible, interoperable and reusable.</p>
<p>Filmed and produced by Sort Of... Films in May-July 2022. Interview conducted by Jenni Adams (University of Sheffield Library)</p>
<p>The file UoS_FAIR_AlicePyne_FINALCUT contains the video itself, while Â the file UoS_FAIR_AlicePyne_FINALCUT.mp4.srt contains the subtitles.Â </p>
<p><br></p>",media,"['Molecular imaging (incl. electron microscopy and neutron diffraction)', 'Knowledge and information management', 'Data management and data science not elsewhere classified', 'Digital curation and preservation', 'Organisation of information and knowledge resources', 'Open access']",[],6,0,5,Comparison Records,76,2022-08-25T13:06:03,1
19704538,https://figshare.shef.ac.uk/articles/media/Data_from_Modelling_calibration_uncertainty_in_networks_of_environmental_sensors_/19704538,2022-05-05T09:25:38,10.15131/shef.data.19704538.v1,"Data from ""Modelling calibration uncertainty in networks of environmental sensors""","<p>A set of (slow motion) videos of bumblebees taken around 2020. Dataset also contains a CSV file with citizen science guesses as to the species in each, guesses by a neural network and a ground truth (from an expert).</p>
<h4>Videos</h4>
<p>The videos (are stored in the set of zip files, to make itÂ </p>
<p>easier to download/upload.</p>
<p><br></p>
<p>Videos:Â </p>
<p>Â - taken using smart phones with slow motion mode.</p>
<p>Â - codec: H.264 (High Profile).</p>
<p>Â - 1280 Ã— 720.</p>
<p>Â - mp4.</p>
<h4>CSV</h4>
<p>The CSV file contains the following headers:</p>
<p>Â Â > video -- the filename of the video (see in zip files)</p>
<p>Â Â > person 1..person 5 -- the guesses by each individual as to the species. No entry means they didn't guess for that entry.</p>
<p>Â Â > CNN -- the guesses by the convolutional neural network*</p>
<p>Â Â > ground truth -- the guess by an expert.</p>
<p>Most entries are either blank or the scientific name for a species. There is also 'whitebuff' -- which means that bee was either Bombus terrestris or one of the Bombus lucorum species, but are very often too difficult to distinguish in the field, so have been combined.</p>
<p><br></p>
<p>* For how these predictions were made, see Ollett, J. (2021) Bumblebee classiï¬cation with convolutional neural networks<em>. Undergraduate final year dissertation, University of Sheï¬ƒeld.</em></p>",media,['Terrestrial ecology'],[],1,0,8,Comparison Records,156,2022-05-05T09:25:38,1
19251854,https://figshare.shef.ac.uk/articles/media/Archival_Scanning_Electron_Microscope_SEM_images_of_various_material_systems_/19251854,2022-03-21T20:17:17,10.15131/shef.data.19251854.v1,Archival Scanning Electron Microscope (SEM) images of various material systems.,SEM Images featured in the BBC series called 'Big and Small'. Produced by Furnace Films for BBC4.,media,['Materials engineering not elsewhere classified'],"[{'item_id': 19251854, 'grant_title': 'SEE MORE MAKE MORE: Secondary Electron Energy Measurement Optimisation for Reliable Manufacturing of Key Materials', 'funder_name': 'Engineering and Physical Sciences Research Council', 'postDate': '2022-03-21T20:17:17'}, {'item_id': 19251854, 'grant_title': 'DTP 2020-2021 University of Sheffield', 'funder_name': 'Engineering and Physical Sciences Research Council', 'postDate': '2022-03-21T20:17:17'}, {'item_id': 19251854, 'grant_title': 'SPICE: Silk Processing In Controlled Environments', 'funder_name': 'Engineering and Physical Sciences Research Council', 'postDate': '2022-03-21T20:17:17'}]",1,0,2,Comparison Records,196,2022-03-21T20:17:17,1
16589621,https://figshare.shef.ac.uk/articles/media/UAV_localisation_using_snapshot_and_Google_Earth_segmentation_with_particle_filtering/16589621,2022-03-05T23:49:05,10.15131/shef.data.16589621.v3,Monocular Sparse Snapshot Localisation And Homing For Small Fixed-Wing UAVs,"An attachment to the PhD thesis ""Monocular Sparse Snapshot Localisation And Homing For Small Fixed-Wing UAVs"".<br><br>The location of a UAV is determined by localising snapshots on a map. Both are segmented using a CNN. The segmented snapshots are localised on the segmented map using a K-Nearest-Neighbour based particle filter.",media,['Computer vision'],"[{'item_id': 16589621, 'grant_title': 'EPSRC', 'funder_name': None, 'postDate': '2022-03-05T23:49:05'}]",1,0,4,Comparison Records,391,2021-11-02T18:16:41,3
15082653,https://figshare.shef.ac.uk/articles/media/A_Minimalist_Solution_to_the_Multi-Robot_Barrier_Coverage_Problem_Supplementary_Video_Material_/15082653,2021-08-02T07:32:25,10.15131/shef.data.15082653.v1,A Minimalist Solution to the Multi-Robot Barrier Coverage Problem (Supplementary Video Material),"Supplementary video material for paper ""A Minimalist Solution to the Multi-Robot Barrier Coverage Problem"" presented at TAROS 2021",media,['Intelligent robotics'],[],1,0,4,Comparison Records,268,2021-08-02T07:32:25,1
12739169,https://figshare.shef.ac.uk/articles/media/Supplement_of_the_paper_Pervasive_diffusion_of_climate_signals_recorded_in_ice-vein_ionic_impurities_/12739169,2021-03-06T22:31:16,10.15131/shef.data.12739169.v1,"Supplement of the paper ""Pervasive diffusion of climate signals recorded in ice-vein ionic impurities""","<div>This site contains Movies S1 to S8 and Figures S1 to S3 of the above manuscript. See ""SI_guideRA.pdf"" for the captions.<br></div><div><br></div>Reference: Ng, F. S. L. (2021, in press) Pervasive diffusion of climate signals recorded in ice-vein ionic impurities. The Cryosphere, https://doi.org/10.5194/tc-2020-217",media,['Glaciology'],[],1,1,7,Comparison Records,227,2021-03-06T22:31:16,1
13139276,https://figshare.shef.ac.uk/articles/media/Using_a_360_degree_camera_as_a_mobile_data_collection_method_in_running/13139276,2020-10-25T18:26:42,10.15131/shef.data.13139276,Using a 360 degree camera as a mobile data collection method in running,"<div>This video presentation was accepted and delivered at the British Sociological Association Sport Study Group's Virtual Postgraduate Forum, hosted by Brunel University, London, United Kingdom on 4 September 2020.</div><div><br></div><div>The video presents a mobile method for data collection in a qualitative doctoral research project, using a 360 degree camera. The method captures participant dialogue, observation and environment to address the research projectâ€™s aims towards understanding information types, use and value in running.<br></div><div><br></div><div>The method contributes to multimodal video and â€˜elusive knowledgeâ€™ in qualitative research literature (Heath, Hindmarsh, & Luff, 2010; Toraldo, Islam, & Mangia, 2018) . It builds upon existing 180 degree video recordings for studying runners (Cook, Shaw & Simpson, 2016) and addresses practical and observational difficulties in recording running and information use during a run (Temir, O'Kane, Marshall, & Blandford, 2016). Filming in 360 degrees provides an alternative way of capturing the environment of the run, the participant and their use of information and devices under observation.</div><div><br></div><div>The camera is mounted on an extendable handgrip, held in front of the participant and researcher to record the audio and visuals of the run. A two stage process of analysis using desktop software and a virtual reality headset generates rich, descriptive audio and visual transcribed data for grounded theory analysis. This paper will demonstrate new insights the method and analysis offers through participant footage with researcher commentary.</div><div><br></div><div>University of Sheffield Research Ethics Approval number: 031267</div><div><br></div><div><br></div>",media,"['Sociological methodology and research methods', 'Mobile computing', 'Library and information studies not elsewhere classified', 'Human information behaviour', 'Other information and computing sciences not elsewhere classified']","[{'item_id': 13139276, 'grant_title': 'AH/L503848/1, WRoCAH AHRC Open Competition Studentship, Arts and Humanities Research Council', 'funder_name': None, 'postDate': '2020-10-25T18:26:42'}]",5,0,11,Comparison Records,299,2020-10-25T18:26:42,1
12311684,https://figshare.shef.ac.uk/articles/media/Putting_the_castle_back_in_Castlegate/12311684,2020-07-31T11:48:19,10.15131/shef.data.12311684.v1,Putting the castle back in Castlegate,"<div>Drawing on the unpublished archives of excavations in the 1920s and 1950s, as well as those carried out by Wessex Archaeology in 2018, we have rewritten the history of Sheffield Castle and its place at the heart of the city (<a href=""https://www.sheffield.ac.uk/archaeology/sheffield-castle"" target=""_blank"">https://www.sheffield.ac.uk/archaeology/sheffield-castle</a>; <a href=""https://www.wessexarch.co.uk/our-work/sheffield-castle"" target=""_blank"">https://www.wessexarch.co.uk/our-work/sheffield-castle</a>). Our book - <i>Sheffield Castle: Archaeology, Archives, Regeneration 1927-1918</i> - is published by White Rose University Press (<a href=""https://universitypress.whiterose.ac.uk/site/catalogue/"" target=""_blank"">https://universitypress.whiterose.ac.uk/site/catalogue/</a>). In collaboration with colleagues from the School of Architecture, the Department of Computer Science, Sheffield City Council, Wessex Archaeology, and the Friends of Sheffield Castle, we are working to deploy this heritage to influence the regeneration of the area (<a href=""http://friendsofsheffieldcastle.org.uk/"" target=""_blank"">http://friendsofsheffieldcastle.org.uk</a>; <a href=""https://sheffieldnewsroom.co.uk/tag/castlegate/"" target=""_blank"">https://sheffieldnewsroom.co.uk/tag/castlegate/</a>).</div><div><br></div><div>As part of the project, we created a virtual reality model of the the castle. Our virtual castle was projected onto the side of the Yorkshire Artspace building on Exchange Street during the University of Sheffield's Festival of the Mind, 22nd September 2018. For the first time in over 350 years the castle towered over the town; for one night only!</div>",media,['Archaeology not elsewhere classified'],"[{'item_id': 12311684, 'grant_title': 'AH/R009392/1', 'funder_name': None, 'postDate': '2020-07-31T11:48:19'}]",1,0,6,Comparison Records,665,2020-07-31T11:48:19,1
12361838,https://figshare.shef.ac.uk/articles/media/Castlegate_Sheffield_-_Excavating_the_Past_Building_the_Future/12361838,2020-07-31T11:48:04,10.15131/shef.data.12361838.v1,"Castlegate, Sheffield - Excavating the Past: Building the Future","<div>Drawing on the unpublished archives of excavations in the 1920s and 1950s, as well as those carried out by Wessex Archaeology in 2018, we have rewritten the history of Sheffield Castle and its place at the heart of the city (<a href=""https://www.sheffield.ac.uk/archaeology/sheffield-castle"" target=""_blank"">https://www.sheffield.ac.uk/archaeology/sheffield-castle</a>; <a href=""https://www.wessexarch.co.uk/our-work/sheffield-castle"" target=""_blank"">https://www.wessexarch.co.uk/our-work/sheffield-castle</a>). Our book - <i>Sheffield Castle: Archaeology, Archives, Regeneration 1927-1918</i> - is published by White Rose University Press (<a href=""https://universitypress.whiterose.ac.uk/site/catalogue/"" target=""_blank"">https://universitypress.whiterose.ac.uk/site/catalogue/</a>). In collaboration with colleagues from the School of Architecture, the Department of Computer Science, Sheffield City Council, Wessex Archaeology, and the Friends of Sheffield Castle, we are working to deploy this heritage to influence the regeneration of the area (<a href=""http://friendsofsheffieldcastle.org.uk/"" target=""_blank"">http://friendsofsheffieldcastle.org.uk</a>; <a href=""https://sheffieldnewsroom.co.uk/tag/castlegate/"" target=""_blank"">https://sheffieldnewsroom.co.uk/tag/castlegate/</a>). This video captures the essence and ambition of that long-term collaboration. <br></div>",media,"['Community planning', 'Urban design', 'Architecture not elsewhere classified', 'Archaeology not elsewhere classified']",[],4,0,11,Comparison Records,422,2020-07-31T11:48:04,1
