,custom_fields,figshare_url,description,funding,version,status,size,created_date,modified_date,is_public,is_confidential,is_metadata_record,confidential_reason,metadata_reason,license,references,has_linked_file,citation,is_embargoed,embargo_date,embargo_type,embargo_title,embargo_reason,embargo_options,id,title,doi,handle,url,published_date,thumb,defined_type,defined_type_name,group_id,url_private_api,url_public_api,url_private_html,url_public_html,timeline,resource_title,resource_doi,views,posted,firstOnline,group_name,parent_group_name,Associated Collection (custom field),Building,Data Classification,Did you add a README file?,Grant number,I confirm the information shared has been deidentified.,Issue,Journal,Lab,Lab Group (custom field),Language,List added by CSV,Type of Subject,Volume,email,links,test,test custoom field,ttest,Досвід
30,[],https://faber.figsh.com/articles/media/Mechanical_Chameleon_through_Dynamic_Real-Time_Plasmonic_Tuning/5738373,"The
development of camouflage methods, often through a general
resemblance to the background, has recently become a subject of intense
research. However, an artificial, active camouflage that provides
fast response to color change in the full-visible range for rapid
background matching remains a daunting challenge. To this end, we
report a method, based on the combination of bimetallic nanodot arrays
and electrochemical bias, to allow for plasmonic modulation. Importantly,
our approach permits real-time light manipulation readily matchable
to the color setting in a given environment. We utilize this capability
to fabricate a biomimetic mechanical chameleon and an active matrix
display with dynamic color rendering covering almost the entire visible
region.",,1,public,4872140,2017-03-24T15:58:36Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['https://figshare.com/articles/Mechanical_Chameleon_through_Dynamic_Real_Time_Plasmonic_Tuning/2072206'],False,"Wang, Guoping; Chen, Xuechen; Liu, Sheng; Wong, Chingping; Chu, Sheng (2017): Mechanical Chameleon through Dynamic Real-Time Plasmonic Tuning. Faber College. Media. https://doi.org/10.5072/FK2.stagefigshare.5738373.v1",False,,file,,,[],5738373,Mechanical Chameleon through Dynamic Real-Time Plasmonic Tuning,10.5072/FK2.stagefigshare.5738373.v1,,https://api.figsh.com/v2/articles/5738373,2017-03-24T15:58:36Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8205389/thumb.png,2,media,9991,https://api.figsh.com/v2/account/articles/5738373,https://api.figsh.com/v2/articles/5738373,https://figsh.com/account/articles/5738373,https://faber.figsh.com/articles/media/Mechanical_Chameleon_through_Dynamic_Real-Time_Plasmonic_Tuning/5738373,"{'posted': '2017-03-24T15:58:36', 'firstOnline': '2017-03-24T15:58:36', 'id': 5738373}",,,42,2017-03-24T15:58:36,2017-03-24T15:58:36,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
31,[],https://faber.figsh.com/articles/dataset/UWO-VPC-2013_001-Allosaur_tooth_rooted/5738371,"Scanned with a Nextengine Desktop 3D Scanner and Scan Studio Pro 
(NextEngine) on high resolution settings. Model composed of 72,989 
vertices and 145,758 faces. Saved as an *.stl file in MeshLab (v.1.3.2).",,1,public,7287984,2017-03-24T15:58:32Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['https://figshare.com/articles/UWO_VPC_2013_001_Allosaur_tooth_rooted/941093/1'],False,"Peterson, Joseph (2017): UWO-VPC-2013.001-Allosaur tooth rooted. Faber College. Dataset. https://doi.org/10.5072/FK2.stagefigshare.5738371.v1",False,,file,,,[],5738371,UWO-VPC-2013.001-Allosaur tooth rooted,10.5072/FK2.stagefigshare.5738371.v1,,https://api.figsh.com/v2/articles/5738371,2017-03-24T15:58:32Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/5738371,https://api.figsh.com/v2/articles/5738371,https://figsh.com/account/articles/5738371,https://faber.figsh.com/articles/dataset/UWO-VPC-2013_001-Allosaur_tooth_rooted/5738371,"{'posted': '2017-03-24T15:58:32', 'firstOnline': '2017-03-24T15:58:32', 'id': 5738371}",,,0,2017-03-24T15:58:32,2017-03-24T15:58:32,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
32,[],https://faber.figsh.com/articles/dataset/Kekayon_or_Gunungan_feminine_-_Tree_of_Life_shadow_puppet_/5738369,"Kekayon or Gunungan (feminine) usually translated as ‘Tree of Life’. Leather shadow puppet in
Cirebon style. From the Mahabharata.",,1,public,1161883,2017-03-24T15:58:29Z,2019-05-21T16:46:29Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['https://monash.figshare.com/mamu'],False,"Administrator, MAMU-Figshare (2017): Kekayon or Gunungan (feminine) - Tree of Life (shadow puppet). Faber College. Dataset. https://doi.org/10.5072/FK2.stagefigshare.5738369.v1",False,,file,,,[],5738369,Kekayon or Gunungan (feminine) - Tree of Life (shadow puppet),10.5072/FK2.stagefigshare.5738369.v1,,https://api.figsh.com/v2/articles/5738369,2017-03-24T15:58:28Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8205377/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/5738369,https://api.figsh.com/v2/articles/5738369,https://figsh.com/account/articles/5738369,https://faber.figsh.com/articles/dataset/Kekayon_or_Gunungan_feminine_-_Tree_of_Life_shadow_puppet_/5738369,"{'posted': '2017-03-24T15:58:28', 'firstOnline': '2017-03-24T15:58:29', 'id': 5738369}",,,0,2017-03-24T15:58:28,2017-03-24T15:58:29,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
33,[],https://faber.figsh.com/articles/dataset/Communicating_with_Infographics_ALIA_Incite_Vol_37_No_5_6_May_June_2016_p_16/5738367,"Presenting information handouts that are relevant and
useful for your library patrons in an engaging way
is a challenge. Michelle De Aizpurua has some
useful suggestions on using infographics to achieve this.",,1,public,0,2017-03-24T15:58:25Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['https://membership.alia.org.au/incite-journal'],True,"De Aizpurua, Michelle (2017): Communicating with Infographics. ALIA Incite, Vol. 37, No. 5/6, May/June 2016, p 16. Faber College. Dataset. https://doi.org/10.5072/FK2.stagefigshare.5738367.v1",False,,file,,,[],5738367,"Communicating with Infographics. ALIA Incite, Vol. 37, No. 5/6, May/June 2016, p 16",10.5072/FK2.stagefigshare.5738367.v1,,https://api.figsh.com/v2/articles/5738367,2017-03-24T15:58:25Z,,3,dataset,9991,https://api.figsh.com/v2/account/articles/5738367,https://api.figsh.com/v2/articles/5738367,https://figsh.com/account/articles/5738367,https://faber.figsh.com/articles/dataset/Communicating_with_Infographics_ALIA_Incite_Vol_37_No_5_6_May_June_2016_p_16/5738367,"{'posted': '2017-03-24T15:58:25', 'firstOnline': '2017-03-24T15:58:25', 'id': 5738367}",,,49,2017-03-24T15:58:25,2017-03-24T15:58:25,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
34,[],https://faber.figsh.com/articles/figure/Data_for_Spatial_scale_and_specialization_affect_how_biogeography_and_functional_traits_predict_long-term_patterns_of_community_turnover/5738365,"This is the dataset for the article ""Spatial scale and specialization 
affect how biogeography and functional traits predict long-term patterns
 of community turnover"" by Auffret et al. (2016, Functional Ecology - 
DOI: 10.1111/1365-2435.12716)<br><br>The data presented include the 
observations of plant species on 27 islands in the Stockholm archipelago
 in 1908 and 2008, as well as occurrences from the 2.5 x 2.5 km grid 
squares regional plant atlas over the same area from both 1929 and 2010.
 Plant functional trait values (from trait databases), plus 
biogeographical variables for islands and grid squares are also 
included.<br><br>Further details are available in the readme file, as well as the original publication.<br><br>Please feel free to get in touch.","The strategic research program Ekoklim at Stockholm University, The Swedish Research Council Formas (projects 2007-1428 and 2015-1065)",1,public,50951,2017-03-24T15:43:46Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['http://doi.org/10.1111/1365-2435.12716'],False,"Auffret, Alistair G; Aggemyr, Elsa; Plue, Jan; Aronsson, Mora (2017): Data for: Spatial scale and specialization affect how biogeography and functional traits predict long-term patterns of community turnover. Faber College. Figure. https://doi.org/10.5072/FK2.stagefigshare.5738365.v1",False,2019-03-24,,,,[],5738365,Data for: Spatial scale and specialization affect how biogeography and functional traits predict long-term patterns of community turnover,10.5072/FK2.stagefigshare.5738365.v1,,https://api.figsh.com/v2/articles/5738365,2017-03-24T15:43:46Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8205371/thumb.png,1,figure,9991,https://api.figsh.com/v2/account/articles/5738365,https://api.figsh.com/v2/articles/5738365,https://figsh.com/account/articles/5738365,https://faber.figsh.com/articles/figure/Data_for_Spatial_scale_and_specialization_affect_how_biogeography_and_functional_traits_predict_long-term_patterns_of_community_turnover/5738365,"{'posted': '2017-03-24T15:43:46', 'firstOnline': '2017-03-24T15:43:46', 'id': 5738365}",,,0,2017-03-24T15:43:46,2017-03-24T15:43:46,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
35,[],https://faber.figsh.com/articles/dataset/Gliding_motility_assay_using_bovine_caseins_as_a_surface_passivator/5738361,"Data are from a gliding motility assay using kinesin-1 and rhodamine 
labeled microtubules. Videos were taken to investigate the effects of 
surface passivation on the gliding motility assay. Videos are sped up by
 a factor of 6 and have been false colored.<br><br>File names follow the convention: <b>passivatorType_Y-M-D_roi</b>.avi.
 Note that passivatorType can be any of the following: [Alpha_casein, 
Beta_casein, Kappa_casein, Mixed_casein, Whole_casein]. Y-M-D is a date 
indicator, and roi is a zero padded integer value indicating a ""Region 
Of Interest"" within the slide.<div><br></div><div><b>If you plan to redo speed measurements.</b></div>Use
 the timestamps.json file to get accurate timestamps between frames when
 converting the avi to individual frames. Each avi should have 600 
individual frames.<br><br>Please see the given paper for more information about the data and the experiments.",The experiments were funded by DTRA grant number “HDTRA-1-09-1-0018” and the INCBN from a NSF Grant “DGE-0549500”,1,public,266434162,2017-03-24T15:43:02Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",['http://dx.doi.org/10.1371/journal.pone.0019522'],False,"Maloney, Andy; J. Herskowitz, Lawrence; J. koch, Steven (2017): Gliding motility assay using bovine caseins as a surface passivator. Faber College. Dataset. https://doi.org/10.5072/FK2.stagefigshare.5738361.v1",False,,file,,,[],5738361,Gliding motility assay using bovine caseins as a surface passivator,10.5072/FK2.stagefigshare.5738361.v1,,https://api.figsh.com/v2/articles/5738361,2017-03-24T15:43:02Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8205365/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/5738361,https://api.figsh.com/v2/articles/5738361,https://figsh.com/account/articles/5738361,https://faber.figsh.com/articles/dataset/Gliding_motility_assay_using_bovine_caseins_as_a_surface_passivator/5738361,"{'posted': '2017-03-24T15:43:02', 'firstOnline': '2017-03-24T15:43:02', 'id': 5738361}",,,48,2017-03-24T15:43:02,2017-03-24T15:43:02,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
36,[],https://faber.figsh.com/articles/dataset/3D_plots_of_the_Solar_Neighborhood/5738359,"<div><p>Two are cross-eye stereograms, two are animations.</p>
<p>The plot of all stars within 25 parsecs was created from the RECONS 
25 pc sample as it existed in January, 2012. Stars are colored by V-K 
color, and sized by how far from a rough main sequence they are (the 
giants are, in fact, giant).  These plots were made with a custom IDL 3D
 plotter.</p>
<p>The young stars plots are stars in known nearby young associations 
(less than 100 Myr old) from Zuckerman & Song (2004,2011), Torres et
 al. (2006,2008), Lopez-Santiago et al. (2006), Malo et al. (2013), 
Shkolnik et al. (2009, 2012), Rodriguez et al. (2011,2013), Riedel et 
al. (2011,2014), and many other sources.  Items are colored as follows:</p>
<p>eps Cha & eta Cha: Magenta</p>
<p>beta Pic: Blue</p>
<p>TW Hya: Yellow</p>
<p>Octans: Light blue</p>
<p>Tuc-Hor: Red</p>
<p>Columba: Orange-red</p>
<p>Carina: Purple-red</p>
<p>Argus: Green</p>
<p>IC 2391 Supercluster: Light Green</p>
<p>AB Dor: Orange</p>
<p>Pleiades: Orange</p>
<p>Ursa Major: Pink</p>
<p>Hercules-Lyra: Light Magenta</p>
<p> </p>
<p>The flickering gray points are all stars with known parallaxes, to 
better demonstrate the relative density of field stars on the same 
scale.  Because only measured trigonometric parallaxes have been used, 
there are many more objects in both sets than are displayed here.  The 
flickering seems to be an artifact of Matplotlib 1.3's plotting 
routines.</p></div>",,1,public,30071642,2017-03-24T15:43:06Z,2019-04-19T14:13:02Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}","['http://www.bdnyc.org', 'http://www.recons.org']",False,"Riedel, Adric (2017): 3D plots of the Solar Neighborhood. Faber College. Dataset. https://doi.org/10.5072/FK2.stagefigshare.5738359.v1",False,,file,,,[],5738359,3D plots of the Solar Neighborhood,10.5072/FK2.stagefigshare.5738359.v1,,https://api.figsh.com/v2/articles/5738359,2017-03-24T15:43:06Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/8205359/thumb.png,3,dataset,9991,https://api.figsh.com/v2/account/articles/5738359,https://api.figsh.com/v2/articles/5738359,https://figsh.com/account/articles/5738359,https://faber.figsh.com/articles/dataset/3D_plots_of_the_Solar_Neighborhood/5738359,"{'posted': '2017-03-24T15:43:06', 'firstOnline': '2017-03-24T15:43:06', 'id': 5738359}",,,0,2017-03-24T15:43:06,2017-03-24T15:43:06,Faber College,Faber College,,,,,,,,,,,,,,,,,,,,
37,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/dataset/data_for_wood_ants/8324958,<p>ants </p>,,1,public,23273,2023-03-21T14:45:00Z,2023-03-27T10:46:06Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2023): data for wood ants. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8324958.v1",False,,file,,,[],8324958,data for wood ants,10.0166/FK2.stagefigshare.8324958.v1,,https://api.figsh.com/v2/articles/8324958,2023-03-21T14:44:59Z,,3,dataset,9993,https://api.figsh.com/v2/account/articles/8324958,https://api.figsh.com/v2/articles/8324958,https://figsh.com/account/articles/8324958,https://faber.figsh.com/articles/dataset/data_for_wood_ants/8324958,"{'posted': '2023-03-21T14:44:59', 'firstOnline': '2023-03-21T14:44:59', 'id': 8324958}",Wood Ants Article,10.1242/jeb.228601,0,2023-03-21T14:44:59,2023-03-21T14:44:59,Astronomy,Faber College,[],,,['Yes'],,,,,,,,,,,,,,,,
38,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/journal_contribution/Journal_article/8283932,<p>a description of this journal article </p>,UKRI AHRC Impact Acceleration Account,1,public,140537,2023-02-27T14:15:00Z,2023-02-27T14:15:00Z,True,False,False,,,"{'value': 2, 'name': 'CC-0', 'url': 'https://creativecommons.org/publicdomain/zero/1.0/'}",[],False,"Skolnick, Lewis (2023): Journal article. Faber College. Journal contribution. https://doi.org/10.0166/FK2.stagefigshare.8283932.v1",False,,file,,,[],8283932,Journal article,10.0166/FK2.stagefigshare.8283932.v1,,https://api.figsh.com/v2/articles/8283932,2023-02-27T14:15:00Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830331248/thumb.png,6,journal contribution,9993,https://api.figsh.com/v2/account/articles/8283932,https://api.figsh.com/v2/articles/8283932,https://figsh.com/account/articles/8283932,https://faber.figsh.com/articles/journal_contribution/Journal_article/8283932,"{'posted': '2023-02-27T14:15:00', 'firstOnline': '2023-02-27T14:15:00', 'id': 8283932}",,,112,2023-02-27T14:15:00,2023-02-27T14:15:00,Astronomy,Faber College,[],,,['Yes'],,,,,,,,,,,,,,,,
39,"[{'name': 'Associated Collection (custom field)', 'value': ''}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/dataset/Record_going_into_a_user_account/8250362,Testing this out,,1,public,1014415,2023-02-10T16:22:18Z,2023-02-10T16:22:20Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}","['http://www.bdnyc.org', 'http://www.recons.org']",False,"Skolnick, Lewis (2023): Record going into a user account. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.8250362.v1",False,,,,,[],8250362,Record going into a user account,10.0166/FK2.stagefigshare.8250362.v1,,https://api.figsh.com/v2/articles/8250362,2023-02-10T16:22:18Z,https://ndownloader.figsh.com/files/830311406/preview/830311406/thumb.png,3,dataset,9993,https://api.figsh.com/v2/account/articles/8250362,https://api.figsh.com/v2/articles/8250362,https://figsh.com/account/articles/8250362,https://faber.figsh.com/articles/dataset/Record_going_into_a_user_account/8250362,"{'posted': '2023-02-10T16:22:18', 'firstOnline': '2023-02-10T16:22:18', 'id': 8250362}",,,102,2023-02-10T16:22:18,2023-02-10T16:22:18,Astronomy,Faber College,,,,['Yes'],,,,,,,,,,,,,,,,
40,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}, {'name': 'Did you add a README file?', 'value': ['Yes']}, {'name': 'test', 'value': ''}]",https://faber.figsh.com/articles/presentation/library_pressie/8242835,<p>this is a great presentation on the library at IADT</p>,UKRI AHRC Impact Acceleration Account,1,public,5869257,2023-02-07T15:47:22Z,2023-02-07T15:47:23Z,True,False,False,,,"{'value': 4, 'name': 'GPL', 'url': 'https://www.gnu.org/copyleft/gpl.html'}",[],False,"Clark, Adrian (2023): library pressie. Faber College. Presentation. https://doi.org/10.0166/FK2.stagefigshare.8242835.v1",False,,file,,,[],8242835,library pressie,10.0166/FK2.stagefigshare.8242835.v1,,https://api.figsh.com/v2/articles/8242835,2023-02-07T15:47:22Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830307011/thumb.png,7,presentation,9993,https://api.figsh.com/v2/account/articles/8242835,https://api.figsh.com/v2/articles/8242835,https://figsh.com/account/articles/8242835,https://faber.figsh.com/articles/presentation/library_pressie/8242835,"{'posted': '2023-02-07T15:47:22', 'firstOnline': '2023-02-07T15:47:22', 'id': 8242835}",,,49,2023-02-07T15:47:22,2023-02-07T15:47:22,Astronomy,Faber College,[],,,['Yes'],,,,,,,,,,,,,,,,
41,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}]",https://faber.figsh.com/articles/poster/My_poster/7847550,<p>Description</p>,Achieving 1-week Lifetime for 100/1000/10000 Meter Emergency Communications,1,public,172621,2022-07-18T17:53:24Z,2022-08-16T19:01:55Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Mckenna, Andrew; Last name, Barnab (2022): My poster. Faber College. Poster. https://doi.org/10.0166/FK2.stagefigshare.7847550.v1",False,,file,,,[],7847550,My poster,10.0166/FK2.stagefigshare.7847550.v1,,https://api.figsh.com/v2/articles/7847550,2022-07-18T17:53:24Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/830037370/thumb.png,5,poster,9993,https://api.figsh.com/v2/account/articles/7847550,https://api.figsh.com/v2/articles/7847550,https://figsh.com/account/articles/7847550,https://faber.figsh.com/articles/poster/My_poster/7847550,"{'posted': '2022-07-18T17:53:24', 'firstOnline': '2022-07-18T17:53:24', 'id': 7847550}","An unusually dense population of Sphodros rufipes (Mygalomorphae: Atypidae) at the edge of its range on Tuckernuck Island, Massachusetts https://doi.org/10.1636/P10-15.1",10.1636/P10-15.1,0,2022-07-18T17:53:24,2022-07-18T17:53:24,Astronomy,Faber College,[],,,,,,,,,,,,,,,,,,,
42,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'ttest', 'value': ''}]",https://faber.figsh.com/articles/dataset/My_dataset/7658738,<p>Description</p>,Collaborative Research: Full Field Measurement of Cutting Tool Surface Temperatures,1,public,1708235,2022-08-17T17:34:40Z,2022-08-17T17:34:40Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis; Smith, Jane; Hollyfeld, Lazlo (2022): My dataset. Faber College. Dataset. https://doi.org/10.0166/FK2.stagefigshare.7658738.v1",False,,file,,,[],7658738,My dataset,10.0166/FK2.stagefigshare.7658738.v1,,https://api.figsh.com/v2/articles/7658738,2022-08-17T17:34:39Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829940412/thumb.png,3,dataset,9993,https://api.figsh.com/v2/account/articles/7658738,https://api.figsh.com/v2/articles/7658738,https://figsh.com/account/articles/7658738,https://faber.figsh.com/articles/dataset/My_dataset/7658738,"{'posted': '2022-08-17T17:34:39', 'firstOnline': '2022-04-26T17:44:54', 'id': 7658738}",,,362,2022-08-17T17:34:39,2022-04-26T17:44:54,Astronomy,Faber College,[],,,,,,,,,,,,,,,,,,,
43,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}, {'name': 'Lab Group (custom field)', 'value': ''}, {'name': 'Досвід', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/figure/Telescope_image_2_-_NASA/7515390,Image from NASA<br>,,1,public,100646,2022-03-03T23:18:07Z,2022-03-03T23:18:08Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Ullrich, Janey (2022): Telescope image 2 - NASA. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.7515390.v1",False,,file,,,[],7515390,Telescope image 2 - NASA,10.0166/FK2.stagefigshare.7515390.v1,,https://api.figsh.com/v2/articles/7515390,2022-03-03T23:18:07Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829849552/thumb.png,1,figure,9993,https://api.figsh.com/v2/account/articles/7515390,https://api.figsh.com/v2/articles/7515390,https://figsh.com/account/articles/7515390,https://faber.figsh.com/articles/figure/Telescope_image_2_-_NASA/7515390,"{'posted': '2022-03-03T23:18:07', 'firstOnline': '2022-03-03T23:18:07', 'id': 7515390}",,,0,2022-03-03T23:18:07,2022-03-03T23:18:07,Astronomy,Faber College,[],,,,,['Yes'],,,,,['English'],,,,,,,,,[]
44,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}, {'name': 'Lab Group (custom field)', 'value': ''}, {'name': 'Досвід', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/figure/Mars_Curiosity_Achromatic/7515388,Mars Curiosity Rover<br>,,1,public,105046,2022-03-04T17:52:50Z,2022-03-04T17:52:51Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Robinson, Dahlia; Camejo, Camille (2022): Mars Curiosity Achromatic. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.7515388.v1",False,,file,,,[],7515388,Mars Curiosity Achromatic,10.0166/FK2.stagefigshare.7515388.v1,,https://api.figsh.com/v2/articles/7515388,2022-02-21T00:54:02Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829846970/thumb.png,1,figure,9993,https://api.figsh.com/v2/account/articles/7515388,https://api.figsh.com/v2/articles/7515388,https://figsh.com/account/articles/7515388,https://faber.figsh.com/articles/figure/Mars_Curiosity_Achromatic/7515388,"{'posted': '2022-02-21T00:54:02', 'firstOnline': '2022-02-21T00:54:02', 'id': 7515388}",,,0,2022-02-21T00:54:02,2022-02-21T00:54:02,Astronomy,Faber College,[],,,,,['Yes'],,,,,['English'],,,,,,,,,[]
45,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}, {'name': 'Lab Group (custom field)', 'value': ''}, {'name': 'Досвід', 'value': []}, {'name': 'Language', 'value': ['English']}]",https://faber.figsh.com/articles/figure/Mars_Curiosity/7515376,Image from Curiosity<br>,,2,public,329079,2022-02-23T01:54:02Z,2022-02-23T17:22:37Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Turner, Cheryl; Quan, Quan (2022): Mars Curiosity. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.7515376.v2",False,,file,,,[],7515376,Mars Curiosity,10.0166/FK2.stagefigshare.7515376.v2,,https://api.figsh.com/v2/articles/7515376,2022-02-23T01:54:02Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829846966/thumb.png,1,figure,9993,https://api.figsh.com/v2/account/articles/7515376,https://api.figsh.com/v2/articles/7515376,https://figsh.com/account/articles/7515376,https://faber.figsh.com/articles/figure/Mars_Curiosity/7515376,"{'posted': '2022-02-23T01:54:02', 'firstOnline': '2022-02-21T00:41:45', 'id': 7515376}",,,0,2022-02-23T01:54:02,2022-02-21T00:41:45,Astronomy,Faber College,[],,,,,['Yes'],,,,,['English'],,,,,,,,,[]
46,"[{'name': 'Associated Collection (custom field)', 'value': []}]",https://faber.figsh.com/articles/figure/Telescope_image/7505238,"Taken January 25, 2022.<br>",,1,public,226259,2022-04-27T16:13:38Z,2022-04-27T16:13:39Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Telmer, Cheryl; Lehane, Gregory (2022): Telescope image. Faber College. Figure. https://doi.org/10.0166/FK2.stagefigshare.7505238.v1",False,,file,,,[],7505238,Telescope image,10.0166/FK2.stagefigshare.7505238.v1,,https://api.figsh.com/v2/articles/7505238,2022-02-21T00:53:50Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829841794/thumb.png,1,figure,9993,https://api.figsh.com/v2/account/articles/7505238,https://api.figsh.com/v2/articles/7505238,https://figsh.com/account/articles/7505238,https://faber.figsh.com/articles/figure/Telescope_image/7505238,"{'posted': '2022-02-21T00:53:50', 'firstOnline': '2022-02-21T00:53:50', 'id': 7505238}",,,0,2022-02-21T00:53:50,2022-02-21T00:53:50,Astronomy,Faber College,[],,,,,,,,,,,,,,,,,,,
47,"[{'name': 'Associated Collection (custom field)', 'value': []}, {'name': 'I confirm the information shared has been deidentified.', 'value': ['Yes']}]",https://faber.figsh.com/articles/online_resource/Survey_form_for_research/7183908,This survey form is for...<br>,,1,public,24520,2021-08-27T22:33:41Z,2021-08-27T23:13:04Z,True,False,False,,,"{'value': 1, 'name': 'CC BY', 'url': 'https://creativecommons.org/licenses/by/4.0/'}",[],False,"Skolnick, Lewis (2021): Survey form for research. Faber College. Online resource. https://doi.org/10.0166/FK2.stagefigshare.7183908.v1",False,,file,,,[],7183908,Survey form for research,10.0166/FK2.stagefigshare.7183908.v1,,https://api.figsh.com/v2/articles/7183908,2021-08-27T22:33:41Z,https://s3-eu-west-1.amazonaws.com/testfigsharepreviews.figshare.com/829673858/thumb.png,11,online resource,9993,https://api.figsh.com/v2/account/articles/7183908,https://api.figsh.com/v2/articles/7183908,https://figsh.com/account/articles/7183908,https://faber.figsh.com/articles/online_resource/Survey_form_for_research/7183908,"{'posted': '2021-08-27T22:33:41', 'firstOnline': '2021-08-27T22:33:41', 'id': 7183908}",,,0,2021-08-27T22:33:41,2021-08-27T22:33:41,Astronomy,Faber College,[],,,,,['Yes'],,,,,,,,,,,,,,
