id,license,categories,tags,funders,count_references,count_files
19336766,CC BY 4.0,"['Architectural Design', 'Architectural Science and Technology (incl. Acoustics, Lighting, Structure and Ecologically Sustainable Design)', 'Building Science and Techniques', 'Built Environment and Design not elsewhere classified', 'Community Planning', 'Design Innovation', 'Digital and Interaction Design', 'Housing Markets, Development, Management', 'Interior Design', 'Land Use and Environmental Planning', 'Regional Analysis and Development', 'Urban Analysis and Development', 'Urban and Regional Planning not elsewhere classified', 'Impacts of Tourism', 'Sustainability Accounting and Reporting', 'Tourist Behaviour and Visitor Experience', 'Aboriginal and Torres Strait Islander Environmental Knowledge', 'Conservation and Biodiversity', 'Ecological Impacts of Climate Change', 'Environmental Education and Extension', 'Environmental Impact Assessment', 'Environmental Monitoring', 'Construction Engineering', 'Construction Materials', 'Energy Generation, Conversion and Storage Engineering', 'Environmental Technologies', 'Geospatial Information Systems', 'Renewable Power and Energy Systems Engineering (excl. Solar Cells)', 'Aboriginal and Torres Strait Islander Health', 'Environmental and Occupational Health and Safety', 'Public Health and Health Services not elsewhere classified', 'Applied Ethics not elsewhere classified', 'Aboriginal and Torres Strait Islander Education', 'Aboriginal and Torres Strait Islander History', 'Australian History (excl. Aboriginal and Torres Strait Islander History)', 'Decision Theory', 'Design', 'Digital Humanities', 'Environmental Philosophy', 'Environmental Humanities', 'Environmental and Natural Resources Law', 'Gender studies', 'Aboriginal and Torres Strait Islander Information and Knowledge Systems', 'Computer-Human Interaction', 'Social and Community Informatics', 'Applied Psychology', 'Decision Making', 'Developmental Psychology and Ageing', 'Gender Psychology', 'Social and Community Psychology', 'Anthropology', 'Continuing and Community Education', 'Ecological Economics', 'Environment and Resource Economics', 'Geography', 'Sociology', 'Urban and Regional Economics', 'Technical Writing', 'Aboriginal and Torres Strait Islander Policy', 'Applied Sociology, Program Evaluation and Social Impact Assessment', 'Demography not elsewhere classified', 'Economic Geography', 'Environment Policy', 'Environmental Politics', 'Environmental Sociology', 'Family and Household Studies', 'Gender Specific Studies', 'Human Geography not elsewhere classified', 'Public Policy', 'Research, Science and Technology Policy', 'Social Policy', 'Social and Cultural Geography', 'Sociology and Social Studies of Science and Technology', 'Sociological Methodology and Research Methods', 'Studies in Human Society not elsewhere classified', 'Urban Policy', 'Urban Sociology and Community Studies', 'Urban and Regional Studies (excl. Planning)']","['Energy Poverty', 'energy vulnerabilities', 'Climate Change Impact', 'Housing Behavioural Use Patterns', 'Socio-economic Vulnerability', 'Housing Design', 'User experiences in energy use', 'Design research']",[],0,1
13571387,CC BY 4.0,"['Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)', 'Digital Humanities']","['Job Involvement', 'Teacher Educators']",[],0,1
1423518,CC BY 4.0,"['Design', 'Neuroscience and Physiological Psychology', 'Personality, Social and Criminal Psychology', 'History', 'Media Studies', 'Survey Results', 'Literature', 'Sociology', 'Digital Humanities', 'Geography', 'Neuroscience']","['hubbub', 'collaboration', 'interdisciplinary', 'rest']",[],1,1
14294561,CC BY 4.0,['Digital Humanities'],"['Cidades médias', 'Jogos intergeracionais']",[],0,1
7075307,CC BY 4.0,"['Computer-Human Interaction', 'Computer Communications Networks', 'Communications Technologies not elsewhere classified', 'Data Communications', 'Wireless Communications', 'Video Communications', 'Communications and Media Policy', 'Police Administration, Procedures and Practice', 'Race and Ethnic Relations', 'Social Change', 'Social and Cultural Anthropology', 'Sociological Methodology and Research Methods', 'Sociology and Social Studies of Science and Technology', 'Criminal Law and Procedure', 'Curriculum and Pedagogy Theory and Development', 'Design', 'Digital Humanities', 'Education Assessment and Evaluation', 'Educational Technology and Computing', 'Ethical Theory', 'Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)', 'History and Philosophy of Engineering and Technology', 'History of Ideas', 'History and Philosophy of the Social Sciences', 'Law', 'Science, Technology and Engineering Curriculum and Pedagogy', 'Vocational Education and Training Curriculum and Pedagogy', 'Computer Engineering', 'Geospatial Information Systems']","['socio-ethical implications', 'body-worn-camera', 'BWC', 'BWCs', 'CCTV', 'surveillance', 'Uberveillance', 'dataveillance', 'Sousveillance', 'research', 'ethnography', 'interview', 'conversations', 'Grounded Theory', 'critical discourse analysis', 'Engineering', 'Information Technology', 'Information Systems', 'data', 'Smart', 'computing', 'body worn computing', 'Pervasive Computing', 'Ubiquitous Computing', 'Embodied Computing', 'policing', 'security', 'law enforcement', 'medical', 'National Security', 'life-logging', 'Law', 'power', 'convenience', 'control', 'regulation', 'social impact', 'privacy', 'public', 'Location Based Services', 'LBS', 'place', 'Country', 'wireless network', 'investigation', 'transdisciplinary', 'listening', 'intercultural perspectives', 'community', 'proper culture', 'empathetic understanding', 'Ngikalikarra', 'Ngikalikarra framework']",[],0,4
3852138,CC BY 4.0,"['Digital Humanities', 'Religious Studies', 'Latin and Classical Greek Literature']","['Gospel', 'New Testament', 'Luke', 'Social Network Analysis', 'Social network analysis', 'Literary network analysis', 'Character network analysis', 'Biography', 'Greco-Roman']",[],1,2
7813571,CC BY 4.0,['Digital Humanities'],"['collaboration', 'common ground', 'communities of practice', 'survey', 'questionnaire', 'boundary practices', 'interdisciplinarity']",[],0,6
1293641,CC BY 4.0,"['Rhetoric', 'Media Studies', 'Digital Humanities', 'Ethnic Studies']","['ferguson', 'twitter']",[],0,1
3189625,CC0,"['Digital Humanities', 'History', 'Philosophy']","['evotext', 'rletters', 'economy of nature']","[{'id': 3189625, 'funder_name': None}]",0,2
1126304,CC BY 4.0,"['Statistics', 'Digital Humanities', 'Atmospheric Sciences', 'Computer Software', 'Computational  Biology', 'Bioinformatics', 'Cheminformatics', 'Computational Physics', 'Ecology', 'Computational Chemistry', 'Software Engineering', 'Climate Science']","['research software', 'scientific software', 'Reproducible research']",[],1,1
8214569,CC BY 4.0,"['Digital Humanities', 'Biological Techniques']","['natural history collections', 'microscope slides', 'digitisation', 'ICEDIG']","[{'id': 8214569, 'funder_name': None}]",3,1
13571360,CC BY 4.0,"['Humanities and Social Sciences Curriculum and Pedagogy (excl. Economics, Business and Management)', 'Digital Humanities']","['Teacher Trainers', 'Attitude', 'Using Technologies']",[],0,1
9765182,MIT,['Digital Humanities'],['sentiment analysis Unstructured data'],[],0,1
14811798,CC BY 4.0,"['Digital Humanities', 'Asian History', 'Heritage and Cultural Conservation', 'History']","['digital archives', 'digital databases', 'ethnographic data offer']","[{'id': 14811798, 'funder_name': None}]",1,1
5588893,CC BY 4.0,['Digital Humanities'],"['Games', 'Future Media', 'Turing', 'Sunflowers', 'Hookedonmusic']","[{'id': 5588893, 'funder_name': None}]",1,1
1428661,CC BY 4.0,"['Media Studies', 'Digital Humanities', 'Literature']","['Digital Poetry', 'digital humanities', 'electronic literature', 'ELMCIP', 'Network Analysis', 'gephi', 'self-reference']",[],2,1
1533271,CC BY 4.0,"['History', 'Digital Humanities']","['Second World War', 'history', 'digital humanities']",[],0,6
1558058,CC BY 4.0,['Digital Humanities'],"['academic library', 'English Short Title Catalogue']",[],1,1
16676659,CC BY 4.0,['Digital Humanities'],"['linked open data', 'LOD', 'storytelling', 'data storytelling', 'mythology', 'classic text']",[],3,1
5811624,CC BY 4.0,['Digital Humanities'],"['Roman archaeology', 'roman inscriptions', 'R Programmimg language', 'Ancient maps', 'Spain', 'Portugal', 'Hispania']",[],2,1
16628011,CC BY 4.0,"['Librarianship', 'Library and Information Studies', 'Digital Humanities']","['Digital Literacy', 'Higher Education', 'Information Literacy', 'Literacy Indicators', 'Media Literacy', 'Reading Habit']",[],1,1
5691241,CC BY 4.0,"['Computer Engineering', 'Geospatial Information Systems', 'Interdisciplinary Engineering not elsewhere classified', 'Photogrammetry and Remote Sensing', 'Digital Humanities', 'Ethical Theory', 'Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)', 'Law and Society', 'Philosophy', 'Poststructuralism', 'Social Philosophy', 'Science, Technology and Engineering Curriculum and Pedagogy', 'Vocational Education and Training Curriculum and Pedagogy', 'Artificial Intelligence and Image Processing', 'Artificial Intelligence and Image Processing not elsewhere classified', 'Computational Logic and Formal Languages', 'Computer Graphics', 'Computer Software', 'Computer System Architecture', 'Computer Vision', 'Computer-Human Interaction', 'Distributed Computing', 'Image Processing', 'Information Engineering and Theory', 'Information Systems', 'Information Systems not elsewhere classified', 'Mobile Technologies', 'Ubiquitous Computing', 'Virtual Reality and Related Simulation', 'Web Technologies (excl. Web Search)']","['IEEE', 'symposium', 'conference', 'smartworld', 'sensor', 'technology', 'policing', 'privacy', 'glass', 'canada', 'themes', 'topics']",[],1,1
13727779,CC BY 4.0,['Digital Humanities'],"['ontology modelling', 'digital humanities', 'creation process', 'knowledge acquisition', 'methontology']",[],0,1
5971210,CC0,['Digital Humanities'],"['madewithslnsw', 'recordsofresistance', 'Tribune', 'protests', 'negatives', 'dxlab', 'Australia', 'politics']",[],1,1
17122604,CC BY 4.0,"['Botany', 'Applied Linguistics and Educational Linguistics', 'Cultural Studies not elsewhere classified', 'Language Studies not elsewhere classified', 'Language in Culture and Society (Sociolinguistics)', 'Language, Communication and Culture not elsewhere classified', 'Lexicography', 'Linguistics not elsewhere classified', 'Digital Humanities', 'Language', 'Linguistics']","['Ju|hoansi', 'African languages', 'Ju languages', 'biodiversity conservation efforts', 'veldkos', 'food plants', 'bilingual education', 'Namibia Biodiversity conservation', 'Namibia', 'mother tongue education', 'Nyae Nyae villages', 'Tsumkwe', 'LINGUISTICS']","[{'id': 17122604, 'funder_name': None}, {'id': 17122604, 'funder_name': None}]",0,1
14603835,CC BY 4.0,"['Mental Health', 'Digital Humanities', 'Communication Technology and Digital Media Studies']","['nomophobia', 'Mental Health', 'Digital wellness']",[],0,1
6199241,CC BY 4.0,"['Digital Humanities', 'Archaeology', 'Classical Greek and Roman History']","['Digital humanities', 'roman inscriptions', 'Britannia', 'United Kingdom', 'R programming language']",[],2,2
5383774,CC BY 4.0,"['History', 'Literature', 'Digital Humanities']","['Archivist', 'Archivio', 'Archives', 'Archives & Manuscripts']",[],1,1
1447155,CC BY 4.0,"['Digital Humanities', 'Organizational Behavioral Psychology']","['social media', 'Project Management']",[],0,1
1548331,CC BY 4.0,"['Library and Information Studies', 'Media Studies', 'Digital Humanities', 'Sociology']","['open data', 'data', 'visualization', 'visualisation', 'Journalism', 'Open Journalism', 'new media studies', 'science and technology studies', 'government', 'civil society']",[],3,1
1529346,CC BY 4.0,"['Library and Information Studies', 'Information Systems', 'Digital Humanities']","['altmetrics', 'figshare', 'webometrics', 'humanities', 'metrics', 'bibliometrics']",[],0,1
8845247,CC0,['Digital Humanities'],"['open access', 'OATS', 'ranking']",[],0,3
1363564,CC BY 4.0,"['Archaeology', 'Digital Humanities']","['archeology', 'Internet studies', 'social media', 'archaeology', 'Internet', 'mobile apps', 'QR codes', 'interpretation']",[],0,1
14865471,CC BY 4.0,['Digital Humanities'],"['linked open data', 'classics', 'mythology', 'semantic collection']",[],2,1
4970744,CC BY 4.0,"['History', 'Digital Humanities', 'Anthropology', 'Archaeology']","['rock art', 'orinoco', 'pre-columbian', 'prehispanic', 'amazonia', 'art', 'geology', 'petroglyphs', 'archaeology', 'structure-from-motion', 'photogrammetry']","[{'id': 4970744, 'funder_name': None}]",0,3
17425571,CC BY 4.0,"['Digital Humanities', 'Literature']","['Short Stories', 'Contemporary Literature']",[],0,1
7137812,CC BY 4.0,"['Digital Humanities', 'Library and Information Studies']","['Significant properties', 'significant characteristics', 'digital appraisal', 'digital preservation', 'Transformational Information Properties']","[{'id': 7137812, 'funder_name': None}]",1,1
3203764,CC BY 4.0,"['Digital Humanities', 'History', 'Law']","['topic modeling', 'text mining', 'digital humanities', 'history', 'murder']",[],0,1
7393832,CC BY 4.0,"['Higher Education', 'Digital Humanities', 'Educational Administration, Management and Leadership', 'Epistemology', 'Sociology and Social Studies of Science and Technology']","['higher education', 'sociology of science', 'knowledge production', 'inequality', 'Latin America', 'strategy', 'academia']",[],4,1
1335743,CC BY 4.0,"['Library and Information Studies', 'Media Studies', 'Digital Humanities']","['amur', 'institutional repository', 'Academia.edu', 'ResearchGate.net']",[],1,1
1609702,CC BY 4.0,"['Library and Information Studies', 'Information Systems', 'Digital Humanities', 'Sociology']","['scientometrics', 'citation indicator', 'geometric MNCS']",[],0,1
5071819,CC BY 4.0,"['Library and Information Studies', 'Digital Humanities']","['ASIS&T', 'Association for Information Science and Technology', 'Symposium on Information and Technology in the Arts and Humanities', 'Critical Theory', 'Speculative Code Studies', 'Digital Humanities', 'Open Humanities']",[],0,1
5923858,MIT,['Digital Humanities'],"['Twitter', 'glitch', 'bot', 'Trove']",[],3,1
4955684,CC BY 4.0,"['Digital Humanities', 'Library and Information Studies not elsewhere classified']","['digital humanities', 'university of wollongong library']",[],0,2
18866294,CC BY 4.0,"['Digital Humanities', 'Communication Studies', 'Communication Technology and Digital Media Studies', 'Communication and Media Studies not elsewhere classified']","['Amazônia', 'YouTube', 'YouTube content analysis', 'Burnings', 'Queimadas', 'Desinformação', 'Misinformation Effect', 'Disinformation']",[],0,3
5998493,CC BY 4.0,"['British History', 'History', 'Digital Humanities', 'Media Studies', 'Journalism Studies']","['Newspapers', 'Digital HIstory', 'Visualisation', 'Visualizations', 'Close Reading', 'Big Data', 'Scottish History']",[],1,26
5572567,CC BY 4.0,"['Digital Humanities', 'Education Assessment and Evaluation', 'Education not elsewhere classified', 'Educational Technology and Computing', 'Information Systems', 'Ubiquitous Computing']","['education', 'technology', 'PDA', 'ANTA', 'australia', 'internet', 'trials']",[],1,1
1293638,CC BY 4.0,"['Rhetoric', 'Media Studies', 'Digital Humanities', 'Ethnic Studies']","['ferguson', 'twitter']",[],0,1
1293629,CC BY 4.0,"['Rhetoric', 'Media Studies', 'Digital Humanities', 'Ethnic Studies']","['ferguson', 'twitter']",[],0,1
1202156,CC BY 4.0,"['Applied Computer Science', 'Information Systems', 'Information Systems Management', 'Social and Community Informatics', 'Digital Humanities', 'Public Administration', 'Public Policy']","['Public sector', 'e-government', 'UNNYSID']",[],1,0
12058095,CC BY 4.0,"['Natural Language Processing', 'Digital Humanities', 'Historical Archaeology (incl. Industrial Archaeology)', 'Knowledge Representation and Machine Learning', 'Latin American History', 'History']","['Ontology', 'Natural Language Processing', 'Computational Archaeology', 'Archaeology', 'Relaciones Geográficas de la Nueva España', '16th century', 'Mexico', 'Felipe II', 'Latin American Colonial History', 'History', 'Digital Humanities']","[{'id': 12058095, 'funder_name': None}]",1,2
3203761,CC BY 4.0,"['Digital Humanities', 'History', 'Librarianship', 'Library and Information Studies']","['digital humanities', 'DH', 'social justice', 'engagement', 'library and information science']",[],0,1
16940278,CC BY 4.0,"['Curriculum and Pedagogy not elsewhere classified', 'Digital Humanities', 'Education not elsewhere classified', 'Heritage and Cultural Conservation', 'Language', 'Linguistics', 'Museum Studies']","[""Ju|'hoansi"", 'food plants', 'veldkos', 'biodiversity', 'Tsumkwe', 'Nyae Nyae villages', 'bilingual education', 'hunter-gatherer', 'Endangered Languages', 'Ju languages', 'Namibia Biodiversity conservation', 'mother tongue education', 'San']","[{'id': 16940278, 'funder_name': None}, {'id': 16940278, 'funder_name': None}]",0,1
4530851,CC0,['Digital Humanities'],"['archives', 'access']",[],1,1
1579433,CC BY 4.0,"['Digital Humanities', 'Language', 'Ethnic Studies', 'Environmental Humanities', 'Media Studies', 'Environmental Science', 'Sociology', 'Anthropology']","['aboriginal', 'environment', 'kimberley', 'indigenous', 'dialogue', 'discourse', 'collaboration']",[],0,5
3492326,CC BY 4.0,"['Library and Information Studies', 'Digital Humanities']","['Association for Information Science and Technology', 'Digital Humanities', 'Symposium on Information and Technology in the Arts and Humanities']",[],1,1
10011449,CC BY 4.0,['Digital Humanities'],"['Open Science', 'Open Access', 'DARIAH']",[],0,1
9924923,CC BY 4.0,"['Environmental Humanities', 'Digital and Interaction Design', 'Digital Humanities']","['Co-Creation', 'Sustainable development goals (SDGs)', 'future scenario analysis tools']",[],0,2
7964123,CC BY 4.0,"['Digital Humanities', 'Information Engineering and Theory', 'Studies in Religious Traditions (excl. Eastern, Jewish, Christian and Islamic Traditions)', 'Islamic Studies']","['Semantic Web Ontology', 'hadith']",[],1,1
13711984,CC BY 4.0,"['Geospatial Information Systems', 'Digital and Interaction Design', 'Engineering Systems Design', 'Electrical and Electronic Engineering not elsewhere classified', 'Applied Ethics not elsewhere classified', 'Aboriginal and Torres Strait Islander Law', 'Business Ethics', 'Civil Law and Procedure', 'Digital Humanities', 'Education Assessment and Evaluation', 'Educational Technology and Computing', 'Ethical Theory', 'Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)', 'Human Rights and Justice Issues', 'Law and Society', 'Poststructuralism', 'Professional Ethics (incl. police and research ethics)', 'Science, Technology and Engineering Curriculum and Pedagogy', 'Creative Arts, Media and Communication Curriculum and Pedagogy', 'Applied Computer Science', 'Artificial Intelligence and Image Processing not elsewhere classified', 'Artificial Intelligence and Image Processing', 'Computer-Human Interaction', 'Global Information Systems', 'Information Systems Management', 'Information Systems not elsewhere classified', 'Information Systems', 'Mobile Technologies', 'Networking and Communications', 'Records and Information Management (excl. Business Records and Information Management)', 'Business Information Management (incl. Records, Knowledge and Information Management, and Intelligence)', 'Social and Community Informatics', 'Ubiquitous Computing', 'Web Technologies (excl. Web Search)', 'Communication Technology and Digital Media Studies', 'Cultural Theory', 'Screen and Media Culture', 'Statistics', 'Applied Statistics', 'Electronic Media Art', 'Film and Television', 'Film, Television and Digital Media not elsewhere classified', 'Interactive Media', 'Lens-based Practice', 'Visual Cultures', 'Australian Government and Politics', 'Communications and Media Policy', 'Defence Studies', 'Education Policy', 'Police Administration, Procedures and Practice', 'Political Theory and Political Philosophy', 'Social Change', 'Social Theory', 'Social and Cultural Anthropology', 'Sociology and Social Studies of Science and Technology', 'Studies in Human Society not elsewhere classified', 'Computer Communications Networks', 'Data Communications', 'Wireless Communications']","['Socio-ethical Implications', 'Socioethical', 'power', 'convenience', 'control', 'impact', 'regulation', 'wellbeing', 'device', 'Body Worn Camera', 'Police Body Camera', 'BWC', 'BWCs', 'life-logging', 'life logging', 'Veillance', 'surveillance', 'Uberveillance', 'dataveillance', 'Sousveillance', 'research', 'ethnography', 'interview', 'conversations', 'Grounded Theory', 'Critical Discourse Analysis', 'Engineering', 'Information Technology', 'Information Systems', 'Information Communication Technology', 'Location Based Services', 'LBS', 'Wireless network nodes', 'Internet', 'data', 'computing', 'wearable computing', 'body worn computing', 'Pervasive Computing', 'Ubiquitous Computing', 'Embodied Computing', 'Law', 'law enforcement', 'civil policing', 'covert policing', 'private investigation', 'military', 'privacy', 'governance', 'national security', 'smart', 'Smart Technology', 'smart people', 'quantified self', 'AI', 'Artificial Intelligence', 'Cultural Perspectives', 'intercultural', 'transdisciplinary', 'interdisciplinary', 'Country', 'place', 'sense-of-place', 'place-centeredness', 'listening', 'community', 'proper culture', 'Empathy', 'empathetic understanding', 'respect', 'Ngikalikarra Framework', 'Ngikalikarra']","[{'id': 13711984, 'funder_name': None}]",1,2
1313875,CC BY 4.0,['Digital Humanities'],"['ferguson', 'twitter']",[],0,1
1181792,CC BY 4.0,"['Digital Humanities', 'Applied Computer Science']","['Music Information Retrieval', 'Audio signal processing', 'Machine learning']",[],0,1
1101819,CC BY 4.0,"['Digital Humanities', 'Education', 'Environmental Humanities', 'Information Systems', 'Media Studies', 'Applied Computer Science']","['e-learning', 'gestão do conhecimento', 'Modelo SECI']",[],0,1
15111975,CC BY 4.0,['Digital Humanities'],"['Twitter', 'research']",[],0,1
1293574,CC BY 4.0,"['Library and Information Studies', 'Digital Humanities']","['data visualization', 'digital collections', 'digital libraries', 'digital archives']",[],1,1
7117598,CC BY 4.0,['Digital Humanities'],"['#comicsforum18', 'Comics Forum', 'Leeds', 'Comics Scholarship', 'Comics Studies', 'Twitter', 'Text Analysis', 'TAGS', 'Voyant Tools', 'User Engagement', 'Engagement']",[],1,1
8327201,CC BY 4.0,"['Digital Humanities', 'Digital and Interaction Design', 'Computer-Human Interaction', 'Open Software']","['Open Data', 'Open Access', 'Open Government', 'Open Education', 'Málaga', 'International Conference on Creative Economy, Cultural Development and Social Equity']",[],1,1
7376561,CC BY 4.0,"['Fine Arts (incl. Sculpture and Painting)', 'Digital Humanities', 'Library and Information Studies']","['Linked Open Data', 'photo archives', 'GLAM']",[],0,1
1281187,CC BY 4.0,"['Information Systems', 'Digital Humanities', 'Developmental and Educational Psychology', 'Education', 'Applied Computer Science']","['facebook', 'Redes sociales', 'network', 'Docencia', 'universidad', 'social networks', 'social networking', 'Social networking sites', 'Social Networking', 'Facebook-based questionnaire survey']",[],0,1
6060194,CC BY 4.0,"['Digital Humanities', 'Media Studies']","['ffmpeg', 'ffprobe', 'ffplay', 'open source', 'media production', 'video transcoding', 'video encoding', 'audio transcoding', 'audio encoding', 'video art']",[],0,1
7409384,CC BY 4.0,"['Fine Arts (incl. Sculpture and Painting)', 'Digital Humanities', 'Information Retrieval and Web Search']","['semantic web', 'art history', 'authoritativeness']",[],0,3
5071825,CC BY 4.0,"['History', 'Higher Education', 'Digital Humanities', 'Library and Information Studies']","['ASIS&T', 'Association for Information Science and Technology', 'Symposium on Information and Technology in the Arts and Humanities', 'Open Educational Resources', 'U.S. History', 'Open Humanities', 'The American Yawp', 'textbooks', 'American History']",[],0,1
13299005,GPL 2.0+,['Digital Humanities'],['Awards and Prizes'],[],0,1
4630198,CC BY 4.0,['Digital Humanities'],"['movies', 'scripts']",[],0,80
14551200,CC BY 4.0,"['Education', 'Digital Humanities']","['Marxismo, cultura, conflicto, alienación.']",[],0,1
2074285,CC BY 4.0,"['Public Policy', 'Digital Humanities']","['humanistyka', 'bibliometria', 'naukometria', 'Polski Współczynnik Wpływu', 'Scientometrics', 'Bibliometrics', 'Pamiętnik Literacki', 'Diametros']","[{'id': 2074285, 'funder_name': None}]",0,1
1461761,CC BY 4.0,"['Drama', 'Digital Humanities', 'Literature']",['Network Analysis'],[],1,1
5071657,Apache 2.0,['Digital Humanities'],"['Word2Vec', 'Fiction', 'Literature']",[],1,1
12732803,CC BY 4.0,"['Digital Humanities', 'Ethical Use of New Technology (e.g. Nanotechnology, Biotechnology)', 'Human Rights and Justice Issues', 'Social Philosophy']","['Social Responsiveness', 'corporate social responsibility (CSR)', 'Digital media literacy', 'COVID_19', 'IT governance, transparencyaccountability']",[],0,1
4644973,CC BY 4.0,['Digital Humanities'],"['digital humanitie', 'digital resources']",[],0,1
1237767,CC BY 4.0,['Digital Humanities'],"['tate modern', 'visualization', 'data', 'digital humanities']",[],0,1
3492395,CC BY 4.0,"['Library and Information Studies', 'Digital Humanities']","['Symposium on Information and Technology in the Arts and Humanities', 'Association for Information Science and Technology', 'ASIS&T', 'Digital Humanities', 'Non-textual information retrieval', 'image retrieval', 'information seeking']",[],1,1
6011597,CC BY 4.0,"['British History', 'History', 'Media Studies', 'Journalism Studies', 'Digital Humanities']","['Digital History', 'Scottish History', 'Visualisations', 'Visualizations', 'Big Data', 'Close Reading', 'Newspapers']",[],1,26
14469456,CC BY 4.0,['Digital Humanities'],"['digital humanities', 'web development', 'bootstrap', 'github']",[],0,1
14575767,CC BY 4.0,"['Communication Studies', 'Communication Technology and Digital Media Studies', 'Screen and Media Culture', 'Data Communications', 'Digital Humanities']","['journalism', 'news', 'news values', 'algorithms', 'algorithmic platforms', 'jornalismo', 'notícia', 'valores-notícia', 'algoritmos', 'plataformas algorítmicas']",[],1,1
8864489,CC BY 4.0,['Digital Humanities'],"['biased algorithm , Natural Language processing, Sociotechnical system,']",[],0,1
1092528,CC BY 4.0,"['Media Studies', 'Digital Humanities', 'Sociology']","['ciudadanía', 'citizenship', 'empowerment', 'empoderamiento', 'information', 'información']",[],1,1
1092550,CC BY 4.0,"['Library and Information Studies', 'Digital Humanities']","['British Library', 'cyberinfrastructure', 'data', 'cloud', 'research']",[],1,1
13061726,CC BY 4.0,"['Digital Humanities', 'Geography', 'Archaeology', 'Geospatial Information Systems']","['eHumanities', 'ROCEEH', 'FAIR Principles', 'ROAD']","[{'id': 13061726, 'funder_name': None}]",2,2
19041449,CC BY 4.0,"['Communication Studies', 'Communication Technology and Digital Media Studies', 'Communication and Media Studies not elsewhere classified', 'Digital Humanities']","['Amazônia', 'Desinformação', 'Disinformation', 'YouTube content analysis', 'YouTube', 'Queimadas', 'Desmatamento', 'Amazon Forest', 'Burnings']","[{'id': 19041449, 'funder_name': None}]",0,1
1029396,CC BY 4.0,['Digital Humanities'],"['R', 'all', 'r', 'textmining']",[],1,1
19142675,MIT,"['Information Retrieval and Web Search', 'Natural Language Processing', 'Open Software', 'Comparative Law', 'Digital Humanities', 'Human Rights and Justice Issues', 'Law and Society', 'Linguistics', 'Asian History', 'Comparative Government and Politics', 'Communications and Media Policy', 'Economic Development Policy', 'Human Geography not elsewhere classified', 'Policy and Administration not elsewhere classified', 'Studies of Asian Society', 'Asian Cultural Studies', 'Comparative Language Studies', 'Comparative Literature Studies', 'Computational Linguistics', 'Globalisation and Culture', 'Korean Language', 'Korean Literature', 'Multicultural, Intercultural and Cross-cultural Studies', 'Other Asian Languages (excl. South-East Asian)']",['north korea'],[],1,1
17942531,CC BY 4.0,"['Communication Technology and Digital Media Studies', 'Digital Humanities', 'Marketing Management (incl. Strategy and Customer Relations)', 'Business Ethics', 'International Business', 'Business Information Management (incl. Records, Knowledge and Information Management, and Intelligence)', 'Business and Management not elsewhere classified']","['Digital Social Responsibility', 'Customer Perception and Behaviors', 'Social Media', 'University students']",[],1,1
4479503,CC BY 4.0,['Digital Humanities'],"['Trove', 'Aggregation', 'crowdsourcing', 'APIs']",[],2,1
4630237,CC BY 4.0,['Digital Humanities'],"['movies', 'scripts']",[],0,60
6130847,CC BY 4.0,"['Literature', 'Digital Humanities']","['literature', 'digital humanities', 'media studies', 'media archaeology', 'Dutch literature', 'distant reading']","[{'id': 6130847, 'funder_name': None}]",1,0
14259707,CC BY 4.0,"['Archaeology of Europe, the Mediterranean and the Levant', 'Archaeological Science', 'Archival, Repository and Related Studies', 'Classical Greek and Roman History', 'Digital Humanities', 'Heritage and Cultural Conservation', 'Historical Studies not elsewhere classified', 'History and Archaeology not elsewhere classified', 'History', 'Historical Archaeology (incl. Industrial Archaeology)']",['bibliography data'],"[{'id': 14259707, 'funder_name': None}]",0,1
1397453,CC BY 4.0,['Digital Humanities'],"['visualization', 'digitalhumanities']",[],0,1
4128909,CC0,['Digital Humanities'],"['computer vision', 'ASIO', 'archives', 'redactions']",[],3,1
4315697,MIT,['Digital Humanities'],"['facial detection', 'eyes', 'Trove', 'newspapers']",[],3,1
11703918,CC0,['Digital Humanities'],"['newspapers', 'sweden', '1645', ""Thirty Years' War""]",[],3,1
14483574,CC BY 4.0,"['Community Planning', 'Housing Markets, Development, Management', 'Land Use and Environmental Planning', 'Regional Analysis and Development', 'Urban and Regional Planning not elsewhere classified', 'Urban Analysis and Development', 'Geography', 'Sociology', 'Tourism Economics', 'Urban and Regional Economics', 'Design', 'Digital Humanities', 'Environmental Humanities', 'Environment Policy', 'Public Policy', 'Social Policy', 'Technology not elsewhere classified', 'Artificial Intelligence and Image Processing not elsewhere classified', 'Computer-Human Interaction', 'Global Information Systems', 'Human Information Behaviour', 'Information Retrieval and Web Search', 'Pattern Recognition and Data Mining', 'Social and Community Informatics', 'Open Software', 'Organisation of Information and Knowledge Resources', 'Data Communications']","['urban policy', 'collaborative consumption', 'shared transportation', 'shared housing', 'shared urbanism', 'social urban spaces', 'urban sustainability', 'gig economy', 'sustainability', 'sharing economy', 'shared economy', 'rental', 'transportation', 'cities', 'urban', 'housing', 'urbanism']",[],0,1
